,브랜드,상호명,구,주소
414,이디야,화곡로점,강서구,서울 강서구 화곡로 133 (화곡동)
415,이디야,화곡본동시장점,강서구,서울 강서구 까치산로4길 11 (화곡동)
416,이디야,화곡사거리점,강서구,서울 강서구 곰달래로 135 (화곡동)
417,이디야,화곡중앙시장점,강서구,서울 강서구 가로공원로76길 61 (화곡동)
418,이디야,가든파이브점,송파구,"서울 송파구 충민로 10 (문정동, 가든파이브툴)"
419,이디야,가든파이브테크노관점,송파구,"서울 송파구 충민로 66 (문정동, 가든파이브라이프)"
420,이디야,가락몰점,송파구,"서울 송파구 양재대로 932 (가락동, 가락몰 판매동)"
421,이디야,가락중앙점,송파구,서울 송파구 송이로 87 (가락동)
422,이디야,거여점,송파구,서울 송파구 오금로 497 (거여동)
423,이디야,방이역점,송파구,서울 송파구 위례성대로18길 32 (방이동)
424,이디야,방이초교점,송파구,서울 송파구 가락로 280 (방이동)
425,이디야,삼전역점,송파구,서울 송파구 백제고분로 263 (삼전동)
426,이디야,삼전중앙점,송파구,서울 송파구 백제고분로27길 5 (삼전동)
427,이디야,서울삼성내과점,송파구,"서울 송파구 백제고분로 126 (잠실동, 오룡빌딩)"
428,이디야,석촌백제점,송파구,"서울 송파구 백제고분로39길 15 (석촌동, 삼경빌딩)"
429,이디야,석촌역점,송파구,"서울 송파구 송파대로 456 (송파동, 웅현빌딩)"
430,이디야,송파문정점,송파구,서울 송파구 송이로 159 (가락동)
431,이디야,송파올림픽훼미리타운점,송파구,"서울 송파구 중대로 24 (문정동, 올림픽훼밀리타운 아카데미 상가)"
432,이디야,송파위례점,송파구,"서울 송파구 위례광장로 188 (장지동, 아이온스퀘어)"
433,이디야,송파파인타운점,송파구,"서울 송파구 충민로2길 28 (장지동, 대진플라자2)"
434,이디야,송파풍납점,송파구,서울 송파구 강동대로9길 17-1 (풍납동)
435,이디야,오금중앙점,송파구,"서울 송파구 위례성대로22길 18 (오금동, 이시돌빌딩)"
436,이디야,올림픽공원점,송파구,서울 송파구 올림픽로 354 (방이동)
437,이디야,올림픽프라자점,송파구,서울 송파구 양재대로 1222 (방이동)
438,이디야,위례포레샤인점,송파구,"서울 송파구 위례순환로 477 (장지동, 위례포레샤인23단지)"
439,이디야,잠실본동점,송파구,"서울 송파구 백제고분로 172 (잠실동, 제이케이빌딩)"
440,이디야,잠실역점,송파구,"서울 송파구 송파대로 567 (잠실동, 잠실주공아파트)"
441,이디야,공릉역점,노원구,서울 노원구 동일로192길 5 (공릉동)
442,이디야,광운대점,노원구,서울 노원구 광운로 29 (월계동)
443,이디야,노원사거리점,노원구,서울 노원구 동일로 1393 (상계동)
444,이디야,노원중앙점,노원구,서울 노원구 노원로 452 (상계동)
445,이디야,당고개역점,노원구,서울 노원구 상계로 313 (상계동)
446,이디야,상계동점,노원구,서울 노원구 한글비석로52길 8 (상계동)
447,이디야,상계상록스토아점,노원구,"서울 노원구 동일로227길 26 (상계동, 상계주공15단지아파트)"
448,이디야,상계역사거리점,노원구,서울 노원구 한글비석로 409 (상계동) 1~2층
449,이디야,상계역점,노원구,서울 노원구 덕릉로 698 (중계동)
450,이디야,상계중앙점,노원구,서울 노원구 동일로 1650 (상계동)
451,이디야,서울여대점,노원구,서울 노원구 노원로 3 (공릉동)
452,이디야,수락산역점,노원구,"서울 노원구 동일로 1689 (상계동, 하이베라스)"
453,이디야,원자력병원점,노원구,서울 노원구 공릉로46길 6 (공릉동)
454,이디야,월계이마트점,노원구,"서울 노원구 마들로3길 15 (월계동, 월계이마트)"
455,이디야,월계인덕점,노원구,서울 노원구 광운로22길 39 (월계동)
456,이디야,중계롯데우성점,노원구,서울 노원구 노원로22길 70 (중계동)
457,이디야,중계본동점,노원구,서울 노원구 중계로14바길 2 (중계동)
458,이디야,중계점,노원구,서울 노원구 동일로204가길 34 (중계동)
459,이디야,태릉입구역점,노원구,"서울 노원구 공릉로 105 (공릉동, 성종빌딩)"
460,이디야,하계을지점,노원구,서울 노원구 공릉로 326 (하계동)
461,이디야,고대개운점,성북구,서울 성북구 개운사길 30 (안암동5가)
462,이디야,고대점,성북구,서울 성북구 고려대로24길 35 (안암동5가)
463,이디야,고대타이거프라자점,성북구,"서울 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스)"
464,이디야,길음뉴타운점,성북구,"서울 성북구 길음로 74 (길음동, 길음 에스에이치빌)"
465,이디야,길음중앙점,성북구,"서울 성북구 도봉로 11 (길음동, 삼주빌딩)"
466,이디야,돌곶이역점,성북구,서울 성북구 돌곶이로22길 3 (석관동)
467,이디야,동덕여대점,성북구,서울 성북구 화랑로 99 (하월곡동)
468,이디야,동소문동점,성북구,서울 성북구 동소문로13길 5 (동소문동4가)
469,이디야,보문역점,성북구,서울 성북구 보문로 111 (보문동2가)
470,이디야,석계중앙점,성북구,서울 성북구 화랑로40길 61 (석관동)
471,이디야,석관동점,성북구,"서울 성북구 돌곶이로8길 22 (석관동, 래미안아트리치)"
472,이디야,성신여대역점,성북구,서울 성북구 동소문로17길 40 (동소문동6가)
473,이디야,성신여대점,성북구,서울 성북구 보문로34길 100 (동선동2가)
474,이디야,안암래미안점,성북구,서울 성북구 보문로30가길 42 (안암동1가)
475,이디야,월곡1동점,성북구,서울 성북구 오패산로 99 (하월곡동)
476,이디야,월곡동아점,성북구,서울 성북구 장월로1길 47 (상월곡동)
477,이디야,장위2동점,성북구,서울 성북구 화랑로25길 14 (장위동)
478,이디야,장위뉴타운점,성북구,서울 성북구 장월로 144-1 (장위동)
479,이디야,장위동점,성북구,서울 성북구 월계로40길 7 (장위동)
480,이디야,장위북서울꿈의숲점,성북구,서울 성북구 돌곶이로41가길 2 (장위동)
481,이디야,장위중앙점,성북구,서울 성북구 장위로 35 (장위동)
482,이디야,정릉중앙점,성북구,서울 성북구 정릉로 251 (정릉동)
483,이디야,종암동점,성북구,서울 성북구 종암로 105 (종암동)
484,이디야,하월곡동점,성북구,서울 성북구 오패산로 16 (하월곡동)
485,이디야,한성대점,성북구,서울 성북구 삼선교로 10 (삼선동1가)
486,이디야,덕성여대점,도봉구,서울 도봉구 삼양로 542 (쌍문동)
487,이디야,도봉구청점,도봉구,"서울 도봉구 도봉로150길 43 (방학동, ESA 아파트)"
488,이디야,도봉산점,도봉구,서울 도봉구 도봉산길 18 (도봉동)
489,이디야,도봉역점,도봉구,서울 도봉구 도봉로 823 (도봉동)
490,이디야,도봉중앙점,도봉구,서울 도봉구 도봉로181길 18 (도봉동)
491,이디야,방학사거리점,도봉구,서울 도봉구 도봉로 677 (방학동)
492,이디야,방학역점,도봉구,서울 도봉구 도봉로153길 15 (방학동)
493,이디야,방학점,도봉구,서울 도봉구 방학로 171 (방학동)
494,이디야,선덕고사거리점,도봉구,"서울 도봉구 해등로 255 (쌍문동, 에벤에셀아파트)"
495,이디야,솔밭공원역점,도봉구,"서울 도봉구 삼양로 594 (쌍문동, 주함해븐빌)"
496,이디야,신창점,도봉구,서울 도봉구 덕릉로 235 (창동)
497,이디야,쌍문동점,도봉구,서울 도봉구 노해로 162 (쌍문동)
498,이디야,쌍문역점,도봉구,서울 도봉구 도봉로117길 4 (쌍문동)
499,이디야,창동대우점,도봉구,서울 도봉구 덕릉로63가길 30 (창동)
500,이디야,창동역점,도봉구,서울 도봉구 마들로11길 65 (창동)
501,이디야,창동제일점,도봉구,서울 도봉구 노해로70길 81 (창동)
502,이디야,창동하나로마트점,도봉구,"서울 도봉구 마들로11길 20 (창동, 농협창동유통센타)"
503,이디야,창동학원가점,도봉구,서울 도봉구 해등로16길 61 (창동)
504,이디야,가산두산위브점,금천구,서울 금천구 가산로 111 (가산동)
505,이디야,가산리더스타워점,금천구,서울 금천구 벚꽃로 286 (가산동)
506,이디야,가산벽산점,금천구,서울 금천구 벚꽃로 244 (가산동)
507,이디야,가산오거리점,금천구,"서울 금천구 가산로 155 (가산동, 케이디에스빌딩)"
508,이디야,가산월드점,금천구,서울 금천구 가산디지털2로 123 (가산동)
509,이디야,가산하이엔드10차점,금천구,"서울 금천구 가산디지털1로 30 (가산동, 에이스하이엔드타워10)"
510,이디야,금천롯데마트점,금천구,"서울 금천구 시흥대로 291 (독산동, 금천롯데캐슬골드파크3차)"
511,이디야,독산동쌈지공원점,금천구,서울 금천구 독산로 276 (독산동)
512,이디야,독산동점,금천구,"서울 금천구 독산로 218 (독산동, 창영빌딩)"
513,이디야,박미삼거리점,금천구,서울 금천구 시흥대로 150 (시흥동)
514,이디야,석수푸르지오점,금천구,"서울 금천구 삼성산길 11 (시흥동, 위너스타워)"
515,이디야,세광교회점,금천구,서울 금천구 독산로 124 (시흥동)
516,이디야,시흥동점,금천구,서울 금천구 시흥동
517,이디야,시흥사거리점,금천구,서울 금천구 시흥대로63길 8 (시흥동)
518,이디야,시흥유통센터점,금천구,"서울 금천구 시흥대로 88 (시흥동, 오복빌딩)"
519,이디야,시흥중앙점,금천구,서울 금천구 금하로 748 (시흥동)
520,이디야,은행나무사거리점,금천구,서울 금천구 금하로 690 (시흥동)
521,이디야,관악우성점,관악구,서울 관악구 관악로 232 (봉천동)
522,이디야,관악하나로마트점,관악구,"서울 관악구 남부순환로 1369 (신림동, 관악농협농산물백화점)"
523,이디야,낙성대역점,관악구,서울 관악구 남부순환로 1915 (봉천동)
524,이디야,난곡사거리점,관악구,서울 관악구 남부순환로 1444 (신림동)
525,이디야,남현홈플러스점,관악구,"서울 관악구 과천대로 909 (남현동, 남현프라자)"
526,이디야,녹두거리점,관악구,서울 관악구 신림로 91 (신림동)
527,이디야,보라매중앙점,관악구,"서울 관악구 보라매로 62 (봉천동, 보라매삼성아파트)"
528,이디야,봉일시장점,관악구,서울 관악구 은천로 23 (봉천동)
529,이디야,봉천역점,관악구,서울 관악구 남부순환로 1725 (봉천동)
530,이디야,봉천현대시장점,관악구,서울 관악구 양녕로 39-1 (봉천동)
531,이디야,서울대중앙점,관악구,서울 관악구 남부순환로216길 2 (봉천동)
532,이디야,신대방역점,관악구,서울 관악구 난곡로 368 (신림동)
533,이디야,신림난곡점,관악구,서울 관악구 난곡로 197 (신림동)
534,이디야,신림대학동점,관악구,서울 관악구 호암로26길 17 (신림동)
535,이디야,신림문화교점,관악구,"서울 관악구 신림로46길 1 (신림동, 서원동성당)"
536,이디야,신림미성점,관악구,서울 관악구 난곡로 250 (신림동)
537,이디야,신림신화교점,관악구,서울 관악구 신림로 199 (신림동)
538,이디야,신림역점,관악구,서울 관악구 신림로 312 (신림동)
539,이디야,신림패션문화점,관악구,서울 관악구 봉천로6길 24 (신림동)
540,이디야,청룡중앙점,관악구,"서울 관악구 쑥고개로 80 (봉천동, 제이빌딩)"
541,이디야,KBS별관점,영등포구,"서울 영등포구 국제금융로8길 27-9 (여의도동, 동북빌딩)"
542,이디야,국회의사당역점,영등포구,"서울 영등포구 의사당대로 22 (여의도동, 이룸센터)"
543,이디야,남부고용센터점,영등포구,서울 영등포구 양산로 71 (양평동3가)
544,이디야,당산버드나루점,영등포구,서울 영등포구 버드나루로 87 (영등포동7가)
545,이디야,당산역점,영등포구,"서울 영등포구 당산로 222 (당산동5가, 당산디오빌)"
546,이디야,당산중앙점,영등포구,서울 영등포구 당산로 159 (당산동4가)
547,이디야,대림1동점,영등포구,서울 영등포구 도림로 198 (대림동)
548,이디야,대림3동점,영등포구,서울 영등포구 대림로 212 (대림동)
549,이디야,대림역점,영등포구,서울 영등포구 도림로31길 2 (대림동)
550,이디야,도림사거리점,영등포구,서울 영등포구 도림로 326 (신길동)
551,이디야,도림점,영등포구,"서울 영등포구 도신로15길 40 (도림동, 도림빌딩)"
552,이디야,라이프점,영등포구,"서울 영등포구 63로 40 (여의도동, 라이프오피스텔)"
553,이디야,보라매역점,영등포구,서울 영등포구 여의대방로 141 (신길동)
554,이디야,서여의도점,영등포구,"서울 영등포구 국회대로72길 4 (여의도동, 아이비피아빌딩)"
555,이디야,선유도역점,영등포구,서울 영등포구 양평로 126 (양평동5가)
556,이디야,신길성애병원점,영등포구,서울 영등포구 여의대방로53길 27 (신길동)
557,이디야,신길썬프라자점,영등포구,서울 영등포구 신길로 42 (신길동)
558,이디야,신길아이파크점,영등포구,서울 영등포구 도림로 280 (신길동)
559,이디야,신길역점,영등포구,서울 영등포구 영등포로 353 (신길동)
560,이디야,양평동2가점,영등포구,"서울 영등포구 선유서로25길 19 (양평동2가, 오목교투웨니퍼스트)"
561,이디야,여의나루역점,영등포구,서울 영등포구 여의나루로 113 (여의도동)
562,이디야,여의도농협재단점,영등포구,"서울 영등포구 국제금융로8길 2 (여의도동, 농협재단빌딩)"
563,이디야,여의도역점,영등포구,"서울 영등포구 의사당대로 108 (여의도동, 아일렉스)"
564,이디야,영등포knk점,영등포구,"서울 영등포구 영신로 220 (영등포동8가, KnK디지털타워)"
565,이디야,영등포그랜드점,영등포구,"서울 영등포구 양산로9길 15 (양평동3가, 그랜드타워)"
566,이디야,영등포시장점,영등포구,서울 영등포구 영등포로35길 19 (영등포동6가)
567,이디야,영등포아크로타워점,영등포구,"서울 영등포구 국회대로54길 10 (영등포동7가, 아크로타워 스퀘어)"
568,이디야,영등포에이스점,영등포구,서울 영등포구 경인로 775 (문래동3가)
569,이디야,영등포점,영등포구,서울 영등포구 영중로 16-1 (영등포동3가)
570,이디야,영등포코레일점,영등포구,"서울 영등포구 경인로 846 (영등포동, 영등포 민자역사)"
571,이디야,영등포홈플러스점,영등포구,"서울 영등포구 당산로 42 (문래동3가, 홈플러스)"
572,이디야,한강성심병원점,영등포구,서울 영등포구 버드나루로 51 (영등포동2가)
573,이디야,한국수출입은행점,영등포구,"서울 영등포구 은행로 38 (여의도동, 한국수출입은행빌딩)"
574,이디야,힐스테이트클래시안점,영등포구,"서울 영등포구 신길로28길 9 (신길동, 힐스테이트 클래시안)"
