시도,시군구,사고년도,횡단중,차도통행중,길가장자리구역통행중,보도통행중,충돌,추돌,공작물충돌,도로이탈,전도전복,횡단중,차도통행중,길가장자리구역통행중,보도통행중,충돌,추돌,공작물충돌,도로이탈,전도전복,횡단중,차도통행중,길가장자리구역통행중,보도통행중,충돌,추돌,기타,공작물충돌,도로이탈,전도전복,횡단중,차도통행중,길가장자리구역통행중,보도통행중,충돌,추돌,공작물충돌,도로이탈,전도전복,횡단중,차도통행중,길가장자리구역통행중,보도통행중,충돌,추돌,공작물충돌,도로이탈,전도전복
충남,홍성군,부상[명],28,5,10,3,212,107,9,1,3,10,11,6,2,245,106,3,1,0,16,3,2,1,152,60,92,3,3,2,21,8,2,1,154,72,15,1,1,22,5,5,4,198,33,3,1,3
충남,예산군,사고[건],23,10,9,3,193,71,14,6,4,12,18,2,1,194,64,10,6,9,22,7,1,-,184,45,5,19,8,7,12,9,2,1,176,59,18,7,7,18,18,8,-,193,62,18,5,4
충남,예산군,사망[명],1,0,0,0,4,2,4,2,0,0,3,0,0,3,2,0,1,1,1,2,0,-,6,2,0,5,3,1,0,1,0,0,6,0,4,2,1,2,0,0,-,2,2,0,1,2
충남,예산군,부상[명],25,10,9,3,318,123,11,5,4,12,15,2,1,303,119,12,7,8,21,5,1,-,273,77,6,19,8,6,12,8,3,1,280,120,14,6,11,16,18,10,-,283,123,21,4,3
충남,당진시,사고[건],30,35,7,11,340,150,26,3,10,19,26,10,9,318,183,12,9,3,44,18,15,7,242,152,146,9,5,4,24,9,4,9,200,141,7,1,4,41,20,6,10,233,121,9,4,3
충남,당진시,사망[명],0,0,1,0,8,8,4,1,4,0,4,0,0,7,6,2,4,1,4,2,0,0,8,7,4,2,2,1,3,0,0,0,6,2,1,1,1,2,0,0,0,8,4,2,1,0
충남,당진시,부상[명],32,35,6,14,525,337,30,2,12,20,22,10,9,527,362,13,6,2,45,17,16,7,339,262,226,14,3,3,22,11,4,12,279,251,9,0,3,41,21,6,10,350,221,18,5,3
충남,계룡시,사고[건],6,-,-,-,32,10,2,-,-,6,2,-,-,20,12,2,1,2,8,4,1,1,26,8,2,2,2,1,5,1,-,1,27,5,4,-,-,8,2,-,1,33,6,3,-,-
충남,계룡시,사망[명],1,-,-,-,0,0,0,-,-,1,0,-,-,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,-,0,1,0,1,-,-,0,0,-,0,0,0,0,-,-
충남,계룡시,부상[명],5,-,-,-,57,28,3,-,-,5,2,-,-,34,31,2,0,2,8,3,2,1,38,13,6,2,2,1,6,1,-,1,50,5,3,-,-,8,2,-,1,59,11,4,-,-
전북,전주시,사고[건],313,62,20,46,"1,149",351,13,-,2,252,43,25,30,993,371,11,1,3,247,32,25,28,"1,041",347,297,8,1,1,243,38,20,24,922,320,15,1,1,233,45,24,29,862,370,11,-,1
전북,전주시,사망[명],9,3,0,0,12,4,3,-,0,11,2,0,1,13,5,3,0,0,8,1,1,0,12,3,5,2,0,0,7,0,1,0,9,1,0,1,0,6,1,1,0,6,3,4,-,1
전북,전주시,부상[명],317,59,21,50,"1,843",690,13,-,2,255,43,27,31,"1,527",694,14,1,3,260,31,26,31,"1,584",544,453,12,3,1,251,39,19,25,"1,368",513,19,1,1,246,45,23,34,"1,321",640,13,-,0
전북,군산시,사고[건],117,25,16,13,409,193,19,-,3,88,21,15,12,368,172,13,4,3,88,34,23,13,466,213,181,15,4,6,105,32,15,19,580,178,20,4,4,92,26,19,15,546,208,15,5,4
전북,군산시,사망[명],5,0,0,0,5,7,3,-,0,2,3,0,0,7,4,0,8,0,6,1,1,1,6,0,0,2,2,1,5,0,1,0,5,3,4,0,1,6,0,0,1,5,3,1,0,0
전북,군산시,부상[명],118,26,18,14,713,388,20,-,3,94,19,15,12,607,342,18,18,3,85,36,23,13,729,389,259,23,4,5,103,32,15,20,882,319,24,4,3,95,26,19,15,845,370,20,6,4
전북,정읍시,사고[건],73,10,3,3,307,68,8,4,5,38,17,8,6,294,68,15,6,8,34,10,2,3,187,52,41,6,7,6,46,11,2,2,192,45,5,3,3,44,7,2,3,153,42,6,1,2
전북,정읍시,사망[명],4,1,0,0,5,4,1,0,1,2,0,1,0,3,2,4,1,2,0,1,0,0,3,5,1,0,1,2,3,0,0,0,7,2,0,1,2,1,0,1,0,0,3,2,1,0
전북,정읍시,부상[명],71,9,3,3,498,141,15,4,5,38,18,7,6,497,129,16,7,9,39,9,2,3,349,80,55,7,8,4,45,13,2,2,316,79,12,2,2,44,8,1,3,262,89,5,0,5
전북,남원시,사고[건],28,13,1,1,140,36,14,1,6,24,13,-,5,128,29,12,4,6,15,6,4,5,155,26,40,10,6,3,13,12,2,7,142,23,11,4,2,23,12,3,4,107,34,6,3,12
전북,남원시,사망[명],2,0,0,0,2,0,1,0,1,0,1,-,0,3,6,5,1,1,2,0,0,0,2,1,1,2,1,1,0,1,0,1,3,1,4,1,1,4,2,0,0,1,0,3,1,1
전북,남원시,부상[명],29,13,1,1,212,72,19,1,7,25,12,-,6,185,83,9,5,5,13,6,4,5,225,35,47,11,6,3,15,11,2,6,210,43,10,4,1,20,10,3,7,162,61,4,2,11
전북,김제시,사고[건],47,18,6,2,229,89,11,2,1,28,14,7,6,202,77,5,5,1,20,8,2,2,163,35,4,9,-,-,28,15,6,1,144,35,2,1,2,24,18,1,3,142,39,9,3,3
전북,김제시,사망[명],3,2,1,0,5,3,1,1,0,5,1,1,0,7,7,3,3,0,2,0,0,0,4,1,0,4,-,-,0,0,0,1,6,0,0,0,1,3,0,0,0,2,3,2,2,1
전북,김제시,부상[명],47,16,6,2,428,260,15,1,1,26,14,6,7,327,175,5,3,1,18,8,2,2,278,58,5,6,-,-,32,15,6,0,222,60,4,3,2,21,19,1,3,253,88,13,1,3
전북,완주군,사고[건],14,3,3,3,101,45,3,2,4,10,4,-,2,92,40,4,1,2,17,5,2,1,76,41,25,10,2,2,16,-,2,2,94,33,7,-,3,13,5,2,5,125,42,5,1,4
전북,완주군,사망[명],0,2,0,0,6,5,0,1,1,3,1,-,0,4,0,2,0,1,2,1,0,0,2,4,1,3,1,1,3,-,0,0,1,5,2,-,2,4,1,1,1,5,1,2,1,2
전북,완주군,부상[명],14,1,3,3,164,90,4,1,6,8,3,-,2,141,78,2,1,1,17,4,2,1,118,81,34,9,1,1,13,-,2,2,144,65,6,-,1,9,4,2,4,207,93,6,0,2
전북,진안군,사고[건],5,-,1,-,30,15,6,7,2,7,2,1,-,22,7,5,6,1,3,-,2,1,26,10,2,11,3,5,8,2,3,2,23,7,8,1,1,5,-,1,-,29,21,6,2,1
전북,진안군,사망[명],0,-,0,-,0,1,1,2,0,0,0,1,-,2,3,0,2,0,1,-,0,0,1,0,0,3,1,1,1,0,0,0,0,1,2,1,0,0,-,1,-,1,0,2,0,0
전북,진안군,부상[명],5,-,1,-,73,19,6,7,3,7,2,0,-,36,8,5,4,1,2,-,3,1,45,20,4,11,3,5,7,2,5,2,50,8,9,0,1,6,-,0,-,47,38,5,5,1
전북,무주군,사고[건],3,5,-,2,54,19,8,5,5,5,3,1,5,51,17,4,2,3,3,8,-,-,52,9,2,8,1,3,7,5,3,1,46,15,6,2,3,3,1,-,-,48,11,3,2,1
전북,무주군,사망[명],0,0,-,0,6,1,0,0,1,2,1,0,0,1,2,1,1,0,0,0,-,-,2,0,1,3,0,0,0,1,1,0,0,2,2,1,1,0,0,-,-,2,0,1,0,0
전북,무주군,부상[명],4,5,-,2,84,61,12,8,7,3,2,1,5,93,22,6,3,5,3,8,-,-,103,21,6,8,1,3,7,4,2,1,85,24,6,1,3,3,1,-,-,83,26,3,3,1
전북,장수군,사고[건],5,4,7,-,19,13,4,5,6,5,2,2,-,26,7,6,10,5,1,2,2,1,11,8,2,1,-,2,2,-,1,-,17,3,1,1,1,3,4,3,-,19,4,3,-,3
전북,장수군,사망[명],1,1,2,-,1,0,2,2,2,0,0,0,-,0,1,3,0,0,0,0,0,1,1,2,0,1,-,1,0,-,0,-,2,0,0,0,1,0,2,1,-,1,1,1,-,1
전북,장수군,부상[명],4,4,5,-,31,21,3,3,4,6,2,2,-,39,11,3,11,6,1,2,2,0,30,9,3,0,-,1,2,-,1,-,22,5,1,1,0,3,2,2,-,29,6,5,-,2
전북,임실군,사고[건],8,3,-,-,56,29,4,2,1,2,5,-,3,50,38,6,4,1,2,4,-,-,43,46,6,5,5,2,3,7,2,1,25,26,6,3,1,4,1,3,-,33,17,6,3,2
전북,임실군,사망[명],1,0,-,-,3,2,0,0,0,0,1,-,0,1,2,1,1,0,1,1,-,-,0,0,0,1,3,1,0,0,1,0,0,0,2,0,0,0,0,1,-,1,2,2,0,0
전북,임실군,부상[명],7,3,-,-,82,56,6,3,1,2,5,-,3,82,81,10,4,1,1,3,-,-,66,66,6,10,3,1,3,7,1,1,35,41,6,3,1,4,1,2,-,57,30,9,4,3
전북,순창군,사고[건],5,5,1,-,41,7,4,5,-,3,1,-,-,46,4,2,3,4,2,3,-,-,64,12,2,8,3,4,1,3,1,1,47,7,9,7,4,6,2,-,-,44,14,7,-,5
전북,순창군,사망[명],0,1,0,-,2,1,0,2,-,0,0,-,-,1,0,0,0,0,0,1,-,-,1,1,0,0,0,1,0,2,0,0,2,0,4,2,1,0,1,-,-,1,0,0,-,1
전북,순창군,부상[명],5,4,1,-,52,7,5,4,-,4,1,-,-,77,7,2,3,4,2,2,-,-,104,19,3,8,4,3,1,1,1,1,75,15,11,5,5,6,1,-,-,63,26,9,-,4
전북,고창군,사고[건],10,5,4,4,85,24,2,1,2,10,6,1,4,88,25,1,4,2,11,3,1,4,73,17,9,-,3,5,6,6,3,2,51,7,7,2,1,11,7,-,4,84,17,2,4,3
전북,고창군,사망[명],3,0,1,1,2,4,1,0,1,2,2,0,0,6,0,0,0,0,2,0,0,1,0,2,1,-,2,1,1,0,1,0,4,0,3,2,0,3,1,-,0,0,3,1,2,1
전북,고창군,부상[명],7,5,3,3,163,36,1,1,12,8,4,1,5,149,52,1,7,2,9,3,1,4,128,26,14,-,5,16,5,6,3,2,69,13,5,0,1,8,7,-,4,127,20,1,3,2
전북,부안군,사고[건],17,7,5,1,133,51,19,4,5,12,5,1,1,107,26,23,6,3,8,9,2,-,111,35,6,14,3,8,15,7,1,1,70,16,3,2,6,14,11,2,3,100,18,2,2,3
전북,부안군,사망[명],0,0,0,0,8,4,4,0,0,2,0,0,0,1,1,1,2,0,0,1,1,-,5,1,1,1,0,1,2,0,1,0,4,0,1,0,0,0,1,0,0,1,1,1,1,1
전북,부안군,부상[명],18,8,5,1,265,120,18,5,6,10,5,1,1,188,46,35,4,3,8,8,1,-,186,62,5,19,3,7,14,7,0,1,110,29,2,3,6,14,10,2,3,164,29,1,1,2
전북,익산시,사고[건],172,30,10,14,801,206,16,1,4,110,31,8,17,611,188,10,5,3,95,24,21,14,572,149,47,10,3,5,98,16,8,10,390,116,4,4,-,93,23,7,9,450,123,8,1,-
전북,익산시,사망[명],5,1,0,1,13,3,6,0,0,7,3,1,0,3,3,2,1,1,6,1,0,0,5,3,1,1,2,1,10,1,0,0,7,1,1,3,-,5,0,0,0,2,4,3,1,-
전북,익산시,부상[명],177,29,10,15,"1,202",374,20,1,4,106,28,8,20,952,335,16,8,2,93,25,22,16,864,285,65,12,1,4,93,15,8,12,597,190,3,6,-,94,23,7,10,659,208,9,0,-
전남,목포시,사고[건],120,23,5,3,675,156,14,1,3,91,35,2,11,633,177,17,1,2,70,32,4,8,439,166,518,12,-,1,72,36,5,6,669,142,7,-,2,67,32,4,9,526,144,9,1,2
전남,목포시,사망[명],3,0,0,0,2,0,1,0,0,5,1,0,1,7,0,0,0,0,7,1,0,0,0,1,4,2,-,0,3,5,0,0,4,2,1,-,0,2,2,0,0,3,0,0,1,0
전남,목포시,부상[명],132,23,5,3,"1,308",353,25,3,3,94,35,2,12,"1,211",323,22,2,4,69,31,6,8,814,334,888,14,-,1,76,31,5,7,"1,157",260,10,-,2,69,31,4,10,842,225,9,0,2
전남,여수시,사고[건],166,33,31,9,775,242,23,2,10,122,35,29,11,851,257,22,1,10,102,37,28,7,678,231,161,14,3,5,90,34,6,24,653,236,16,3,15,106,41,10,12,504,253,18,3,9
전남,여수시,사망[명],7,0,0,0,8,5,3,0,1,10,3,0,0,4,4,1,0,1,8,3,0,0,1,1,2,2,2,1,1,1,0,0,2,3,2,0,1,4,0,1,0,3,0,3,1,2
전남,여수시,부상[명],175,36,32,9,"1,293",473,30,5,9,120,36,38,11,"1,366",505,27,1,10,117,34,29,7,"1,119",391,230,13,1,4,95,33,6,25,962,378,21,4,17,112,43,9,12,749,418,17,2,11
전남,순천시,사고[건],83,50,4,9,567,167,16,3,8,70,35,6,13,580,190,13,-,8,70,30,3,7,447,143,338,14,4,5,52,24,4,3,464,143,18,3,8,78,28,5,7,412,127,14,1,7
전남,순천시,사망[명],4,2,0,1,6,3,1,3,2,5,2,0,0,7,4,1,-,1,2,1,0,0,10,4,0,4,0,0,4,2,0,0,3,3,4,1,0,2,0,0,1,5,3,2,1,1
전남,순천시,부상[명],85,52,4,8,959,368,19,3,7,72,36,6,13,944,340,13,-,8,74,30,3,7,711,280,491,10,9,5,50,22,4,3,779,292,17,2,8,82,30,5,8,622,229,14,0,6
전남,나주시,사고[건],34,6,1,2,361,120,24,8,10,27,9,1,3,244,85,20,6,3,29,8,3,5,213,76,62,9,4,6,27,7,2,2,199,61,15,6,7,27,9,1,3,266,115,21,8,8
전남,나주시,사망[명],2,0,0,1,9,2,2,2,4,2,1,0,0,8,0,3,0,0,3,1,0,0,2,0,0,1,2,1,2,1,0,0,3,0,2,0,0,1,2,0,0,3,4,0,1,2
전남,나주시,부상[명],32,6,1,2,669,250,29,6,6,27,12,1,3,397,190,30,8,3,27,7,3,6,351,157,104,9,2,7,27,6,3,2,326,126,17,7,8,30,8,1,4,505,253,34,10,6
전남,광양시,사고[건],43,8,3,3,358,98,32,4,9,38,11,3,2,342,90,35,7,4,35,18,4,5,257,81,127,12,3,4,32,11,5,1,289,92,13,7,6,44,20,2,3,344,76,22,2,6
전남,광양시,사망[명],2,1,0,0,7,3,0,2,1,2,0,0,1,4,0,6,0,0,2,1,0,0,3,2,0,2,0,2,0,0,1,0,1,3,2,4,3,1,2,0,0,5,0,0,1,1
전남,광양시,부상[명],44,7,3,4,612,162,47,4,9,39,11,3,1,582,168,39,14,5,35,18,4,5,369,151,170,11,4,2,34,11,4,1,428,147,12,6,3,45,21,2,4,530,171,23,4,6
전남,담양군,사고[건],13,5,2,-,140,49,18,4,9,10,2,2,-,140,33,9,5,8,10,5,2,1,128,47,61,9,3,7,9,5,1,2,124,44,10,4,7,8,7,4,-,116,47,8,4,9
전남,담양군,사망[명],1,1,0,-,3,0,0,1,0,0,0,0,-,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,0,-,2,1,1,0,0
전남,담양군,부상[명],12,4,2,-,294,116,27,7,12,11,2,5,-,299,72,9,5,9,10,5,2,1,233,103,93,10,3,10,9,6,2,1,214,108,11,5,7,9,6,4,-,191,101,8,5,10
전남,곡성군,사고[건],7,1,-,-,65,17,13,8,3,3,2,1,-,62,15,9,1,6,4,1,-,-,49,16,15,3,2,3,4,1,-,-,44,13,3,3,1,3,1,1,-,52,15,6,2,-
전남,곡성군,사망[명],3,0,-,-,0,1,1,1,1,0,1,0,-,1,1,1,1,0,0,0,-,-,3,1,0,2,0,0,2,0,-,-,1,2,0,0,0,0,0,0,-,1,1,1,0,-
전남,곡성군,부상[명],4,1,-,-,148,28,24,10,3,3,1,1,-,115,19,9,0,6,5,1,-,-,95,35,28,6,2,5,2,1,-,-,75,21,3,4,1,3,1,1,-,87,28,6,3,-
전남,구례군,사고[건],9,5,-,1,56,15,5,1,3,6,5,2,1,46,16,5,-,4,2,1,-,-,42,13,26,5,2,2,5,3,1,2,36,7,7,2,4,1,2,-,-,53,16,5,3,2
전남,구례군,사망[명],3,0,-,0,0,1,1,0,0,2,1,0,0,0,0,0,-,1,0,0,-,-,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-,-,0,2,0,1,0
전남,구례군,부상[명],6,5,-,1,108,37,5,2,3,7,4,3,1,77,30,6,-,5,2,1,-,-,64,27,32,8,4,1,4,3,1,2,66,18,9,4,5,1,2,-,-,102,30,16,2,2
전남,고흥군,사고[건],17,4,6,-,148,45,21,8,18,11,7,5,-,97,41,32,12,8,6,5,3,2,79,32,78,18,8,7,3,3,1,-,51,17,9,-,4,6,5,2,-,24,27,6,4,3
전남,고흥군,사망[명],0,1,0,-,4,4,1,2,5,2,2,0,-,3,1,2,2,1,0,1,0,0,4,4,0,3,0,0,0,0,0,-,2,0,2,-,0,1,0,0,-,2,0,2,1,2
전남,고흥군,부상[명],18,3,7,-,281,140,27,7,22,9,5,5,-,164,79,41,14,7,6,4,3,2,141,62,132,24,13,8,3,3,1,-,83,28,11,-,5,5,5,2,-,34,47,8,9,1
전남,보성군,사고[건],10,11,7,2,135,42,22,9,12,12,6,6,1,116,24,23,5,5,6,5,3,-,85,30,11,15,7,7,5,3,2,-,72,23,8,7,13,5,4,2,-,91,23,17,5,10
전남,보성군,사망[명],0,0,1,1,8,0,1,1,3,0,0,0,0,3,2,2,2,0,2,0,2,-,3,0,0,6,0,1,1,0,1,-,0,0,0,2,1,2,0,1,-,2,2,2,0,0
전남,보성군,부상[명],10,12,6,1,235,86,32,10,10,12,6,7,1,231,49,28,4,5,4,5,3,-,153,55,13,15,7,7,4,3,1,-,111,45,13,6,12,4,4,1,-,154,44,19,6,10
전남,화순군,사고[건],21,6,2,2,135,39,14,4,5,17,4,3,2,129,33,12,3,7,10,6,1,5,141,50,41,6,7,6,15,3,-,2,120,44,8,2,5,11,5,11,5,147,44,12,6,6
전남,화순군,사망[명],4,1,0,1,1,0,0,1,0,2,0,1,0,2,1,3,1,1,0,1,0,0,1,0,0,0,1,0,0,0,-,0,0,0,0,0,0,1,0,2,0,3,1,3,1,0
전남,화순군,부상[명],21,5,2,1,257,95,23,10,5,15,4,3,2,244,83,13,2,12,11,5,1,5,285,100,70,12,12,18,15,3,-,2,219,72,10,2,5,10,6,10,5,253,102,16,9,6
전남,장흥군,사고[건],15,12,3,1,160,38,15,13,10,4,5,5,1,135,25,22,12,13,9,5,5,-,100,31,28,13,7,7,5,6,8,3,77,41,20,3,12,6,10,3,2,74,35,29,1,6
전남,장흥군,사망[명],1,0,0,0,5,0,1,1,2,0,0,1,0,3,0,1,0,2,0,0,1,-,2,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1
전남,장흥군,부상[명],14,12,3,1,260,87,28,13,11,4,5,4,1,244,39,25,16,18,10,5,5,-,147,47,43,14,10,7,5,6,8,3,160,92,30,3,14,6,10,3,2,124,65,36,1,9
전남,강진군,사고[건],8,5,3,-,111,43,25,4,23,13,4,-,-,137,42,24,17,11,9,7,1,-,123,44,27,30,12,9,9,11,-,-,113,34,15,8,10,10,8,2,-,112,54,27,18,17
전남,강진군,사망[명],0,0,0,-,3,1,0,0,1,0,0,-,-,1,0,1,2,1,1,0,0,-,1,1,1,2,1,0,0,0,-,-,1,1,1,1,0,1,0,1,-,1,1,0,1,0
전남,강진군,부상[명],8,5,3,-,219,77,40,6,25,14,4,-,-,248,68,31,17,13,8,7,1,-,282,111,38,37,11,11,9,12,-,-,208,71,19,8,12,10,8,2,-,222,162,29,20,18
전남,해남군,사고[건],19,5,-,2,168,73,14,8,9,14,5,1,1,143,36,7,2,5,10,5,2,-,132,36,46,14,6,2,21,1,3,-,138,41,10,5,2,10,1,2,3,129,38,9,3,1
전남,해남군,사망[명],3,0,-,0,9,3,1,1,0,1,1,0,0,5,1,3,0,1,0,0,0,-,3,3,2,3,0,0,3,0,0,-,1,2,0,0,0,2,0,0,0,2,2,2,1,0
전남,해남군,부상[명],16,5,-,2,292,116,16,8,14,13,4,1,1,237,64,13,2,5,11,5,2,-,178,69,96,18,11,2,18,1,3,-,205,77,16,6,2,8,1,2,3,184,74,8,6,1
전남,영암군,사고[건],20,10,2,2,227,95,28,11,7,8,2,3,1,196,111,12,4,10,8,9,-,2,181,74,24,12,1,-,11,15,1,1,242,65,17,8,11,10,16,5,1,231,102,12,4,10
전남,영암군,사망[명],2,0,1,0,2,1,3,1,0,0,1,0,0,1,3,1,2,0,1,1,-,1,5,3,0,1,1,-,0,1,0,0,5,1,2,0,4,2,2,0,0,8,3,1,0,1
전남,영암군,부상[명],20,10,1,2,446,215,34,13,8,8,1,3,1,352,237,15,4,13,8,8,-,1,307,146,33,12,0,-,12,15,1,2,431,149,22,8,7,8,14,6,1,406,197,12,7,9
전남,무안군,사고[건],28,12,4,-,167,104,10,3,5,19,2,1,1,139,66,5,6,4,13,4,2,2,166,65,168,7,3,3,13,3,5,1,103,56,3,1,1,10,10,2,1,96,25,5,3,1
전남,무안군,사망[명],1,2,0,-,6,0,2,2,1,1,1,0,0,4,3,1,1,0,1,1,0,0,3,0,3,0,0,0,1,0,0,0,2,1,1,0,1,0,1,0,0,2,1,5,1,1
전남,무안군,부상[명],30,10,4,-,267,168,10,1,8,22,1,1,1,222,123,7,8,4,12,3,3,2,240,121,251,9,3,4,12,3,5,1,154,99,3,1,0,10,9,2,1,135,40,2,3,0
전남,함평군,사고[건],8,3,5,-,94,30,18,2,4,2,4,2,2,96,26,17,5,5,3,2,3,-,92,31,16,10,7,4,6,-,8,-,84,20,12,3,5,6,3,-,-,69,20,16,7,3
전남,함평군,사망[명],3,0,1,-,1,3,1,0,0,0,0,0,0,1,0,2,2,1,0,0,0,-,2,5,0,0,1,1,0,-,1,-,1,0,2,0,0,0,0,-,-,0,1,2,1,0
전남,함평군,부상[명],5,3,4,-,171,52,20,2,4,2,4,2,2,186,64,20,4,4,3,2,3,-,185,54,30,14,6,4,8,-,8,-,155,41,11,3,6,6,3,-,-,132,45,19,6,4
전남,영광군,사고[건],27,9,3,-,123,24,10,10,4,15,9,-,1,106,28,8,2,7,17,10,3,1,66,17,18,6,5,4,12,9,1,2,49,19,5,1,1,14,8,1,1,61,14,7,2,1
전남,영광군,사망[명],2,1,0,-,5,1,1,1,0,1,2,-,0,6,0,1,1,1,0,2,0,0,2,0,0,1,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,0
전남,영광군,부상[명],29,8,3,-,203,54,11,13,4,14,7,-,1,197,53,12,1,8,17,8,3,1,94,27,32,5,4,6,12,7,1,2,77,26,4,1,1,15,9,1,1,101,27,6,1,3
전남,장성군,사고[건],8,3,2,-,85,43,12,1,5,5,3,2,-,91,54,10,4,5,4,6,2,-,96,36,30,6,1,2,5,5,1,1,68,39,9,2,5,5,5,1,-,71,43,3,1,2
전남,장성군,사망[명],1,1,0,-,2,0,0,0,0,1,1,0,-,1,2,0,0,0,1,0,0,-,5,0,1,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,-,2,0,0,0,1
전남,장성군,부상[명],7,2,2,-,155,105,13,1,7,4,2,2,-,128,114,13,5,7,3,6,3,-,170,70,40,11,1,2,5,4,2,1,110,81,13,3,7,4,7,1,-,121,90,3,1,1
전남,완도군,사고[건],9,5,2,1,87,16,17,7,3,11,3,4,-,59,15,5,1,1,7,4,1,3,54,12,41,8,4,4,5,6,1,2,54,10,9,3,-,10,10,6,1,59,13,3,1,4
전남,완도군,사망[명],0,0,1,0,1,0,1,1,0,1,1,0,-,0,2,1,0,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,1,0,2,3,-,1,0,0,0,2,0,1,1,0
전남,완도군,부상[명],9,6,2,1,156,38,20,18,4,10,2,4,-,102,31,5,1,1,7,4,1,3,96,17,71,8,4,3,5,5,1,2,95,14,10,0,-,9,11,6,1,79,19,4,0,6
전남,진도군,사고[건],10,4,1,-,68,16,8,1,1,5,6,1,-,51,14,4,-,3,8,3,3,-,56,9,6,1,3,1,6,3,-,3,40,10,-,2,2,6,7,2,-,52,8,8,2,5
전남,진도군,사망[명],3,0,0,-,5,1,0,0,0,1,1,0,-,2,0,1,-,0,2,0,0,-,0,0,0,0,2,0,1,1,-,0,2,1,-,1,0,1,1,1,-,1,1,2,0,3
전남,진도군,부상[명],7,4,1,-,131,20,15,1,4,4,5,1,-,90,21,6,-,5,6,3,3,-,95,19,9,2,3,2,5,2,-,3,50,13,-,1,2,6,6,2,-,87,15,7,2,2
전남,신안군,사고[건],3,1,1,-,51,10,3,-,4,5,2,1,-,35,5,4,4,1,1,2,-,-,30,11,38,5,3,4,-,4,-,-,32,15,7,4,3,1,2,-,1,52,12,2,2,1
전남,신안군,사망[명],1,0,0,-,0,0,0,-,0,2,0,0,-,0,0,1,4,0,1,0,-,-,1,0,2,1,0,1,-,1,-,-,0,0,4,0,1,0,2,-,0,1,1,1,2,0
전남,신안군,부상[명],3,2,1,-,117,26,7,-,5,3,2,1,-,74,12,3,3,1,0,2,-,-,48,34,64,5,3,4,-,3,-,-,87,29,4,5,2,1,0,-,1,97,30,2,0,1
경북,포항시,사고[건],179,62,32,10,"1,225",342,43,3,7,115,61,13,8,"1,081",317,32,3,8,172,54,48,12,"1,461",354,270,32,7,13,138,93,32,18,"1,095",305,22,7,16,155,80,36,24,"1,282",315,29,4,4
경북,포항시,사망[명],7,5,0,0,12,1,2,1,1,6,2,0,0,3,3,3,0,0,5,1,0,0,11,3,0,6,0,1,6,1,1,0,9,1,0,0,1,2,2,0,0,6,2,3,3,0
경북,포항시,부상[명],185,59,33,10,"2,037",683,50,2,6,122,62,13,8,"1,780",563,35,3,10,185,53,49,13,"2,281",665,392,33,9,15,143,94,31,20,"1,681",591,24,7,16,165,85,37,26,"2,031",569,33,9,4
경북,경주시,사고[건],114,57,49,11,"1,032",231,78,19,18,81,53,32,7,743,204,43,14,17,63,43,21,9,692,205,90,36,10,10,67,46,21,6,633,208,37,11,16,82,47,11,11,528,195,35,8,9
경북,경주시,사망[명],3,1,1,0,9,5,7,3,2,5,2,0,0,8,4,3,4,0,5,2,0,0,8,7,1,8,2,2,3,3,0,0,6,5,11,0,4,4,1,0,1,12,4,7,5,0
경북,경주시,부상[명],118,61,50,11,"1,691",490,93,21,17,83,52,35,7,"1,133",369,52,14,19,63,43,23,10,"1,120",372,137,42,9,10,67,44,21,6,970,443,44,12,14,87,49,12,10,789,360,38,5,11
경북,김천시,사고[건],54,32,7,13,331,90,27,6,9,61,26,7,10,265,102,25,9,10,42,18,10,8,276,79,26,18,2,9,37,17,9,2,227,76,17,6,3,44,15,6,-,164,65,11,3,11
경북,김천시,사망[명],3,3,1,0,1,6,2,0,1,5,0,1,0,8,3,4,2,2,1,0,0,0,3,8,0,7,0,1,1,2,0,0,7,3,1,1,0,1,1,0,-,6,1,0,0,1
경북,김천시,부상[명],53,29,6,15,483,154,33,10,10,60,27,6,10,363,150,24,9,8,45,19,10,9,383,125,32,14,4,8,38,15,9,2,333,131,19,11,3,47,14,6,-,221,104,18,3,11
경북,안동시,사고[건],53,9,20,21,475,160,29,15,17,57,6,20,16,453,158,21,7,15,44,6,7,9,307,114,193,7,5,5,44,11,3,2,227,82,23,5,8,55,3,4,3,162,85,26,5,11
경북,안동시,사망[명],0,2,1,0,7,1,4,6,0,3,0,0,0,4,2,3,1,3,3,0,0,0,3,2,6,2,0,1,1,1,0,0,4,2,1,3,2,0,0,0,0,2,1,1,2,1
경북,안동시,부상[명],56,7,19,22,780,276,28,12,18,63,6,20,16,747,331,25,13,14,42,6,9,11,500,257,287,11,6,4,47,11,3,2,404,142,26,5,8,59,3,5,3,281,199,38,12,12
