시도,시군구,사고년도,횡단중,차도통행중,길가장자리구역통행중,보도통행중,기타,충돌,추돌,기타_1,공작물충돌,도로이탈,전도전복,기타_2,횡단중_3,차도통행중_4,길가장자리구역통행중_5,보도통행중_6,기타_7,충돌_8,추돌_9,기타_10,공작물충돌_11,도로이탈_12,전도전복_13,기타_14,횡단중_16,차도통행중_17,길가장자리구역통행중_18,보도통행중_19,기타_20,충돌_21,추돌_22,기타_23,공작물충돌_24,도로이탈_25,전도전복_26,기타_27,횡단중_29,차도통행중_30,길가장자리구역통행중_31,보도통행중_32,기타_33,충돌_34,추돌_35,기타_36,공작물충돌_37,도로이탈_38,전도전복_39,기타_40,횡단중_42,차도통행중_43,길가장자리구역통행중_44,보도통행중_45,기타_46,충돌_47,추돌_48,기타_49,공작물충돌_50,도로이탈_51,전도전복_52,기타_53
서울,종로구,사고[건],98,62,23,16,106,529,166,86,14,1,5,27,69,30,14,19,91,381,122,145,7,-,3,22,66,23,6,17,70,318,118,124,6,-,5,25,76,36,24,33,101,389,131,131,10,-,9,34,84,47,14,22,89,379,150,147,10,2,6,38
서울,종로구,사망[명],1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1,1,1,0,1,-,0,0,3,0,0,0,1,1,0,0,0,-,1,0,1,0,0,0,0,1,0,0,1,-,0,0,3,0,0,0,3,2,0,0,0,0,0,0
서울,종로구,부상[명],104,62,24,21,108,813,256,100,20,1,6,44,75,30,17,19,97,576,200,177,8,-,3,22,65,25,6,18,75,475,185,161,9,-,4,27,81,36,26,37,111,574,237,184,22,-,9,34,99,47,14,22,93,576,217,206,10,2,6,39
서울,마포구,사고[건],110,32,7,19,192,502,228,364,9,-,2,29,73,28,6,16,142,465,194,315,6,-,5,22,69,28,12,20,99,391,198,265,5,-,2,13,74,26,13,23,102,336,224,249,4,-,2,12,73,27,14,33,125,393,238,328,5,-,3,11
서울,마포구,사망[명],2,1,0,0,1,2,0,0,0,-,0,1,2,2,1,1,0,2,0,2,2,-,0,1,2,1,0,0,3,6,0,2,0,-,0,0,5,1,0,0,1,1,0,1,0,-,1,0,2,1,0,0,3,3,2,1,1,-,0,1
서울,마포구,부상[명],119,33,7,20,202,735,417,543,14,-,3,30,76,27,5,16,154,662,362,418,5,-,5,24,71,29,12,21,101,562,367,389,5,-,2,14,74,28,13,24,108,515,384,319,5,-,1,12,77,27,14,34,134,575,387,450,4,-,3,10
서울,강서구,사고[건],154,54,29,39,193,687,232,379,8,-,3,51,105,46,10,36,149,543,218,418,8,1,7,34,120,29,23,24,144,398,224,499,4,-,1,35,123,26,20,30,187,493,262,423,6,-,4,32,102,29,14,20,165,485,235,433,8,1,2,24
서울,강서구,사망[명],6,3,0,0,4,4,0,3,0,-,0,0,3,2,0,0,3,4,2,3,0,0,0,0,3,0,0,1,3,2,0,4,0,-,0,0,3,0,1,0,5,2,0,2,1,-,1,0,2,0,0,0,2,1,2,1,0,1,0,0
서울,강서구,부상[명],162,52,29,39,200,1005,416,505,10,-,3,70,111,46,10,37,151,820,352,545,11,2,7,39,126,31,23,27,149,606,344,689,5,-,1,41,125,27,22,31,200,703,403,550,7,-,3,37,105,32,15,22,165,748,393,598,8,0,2,24
서울,구로구,사고[건],164,31,23,22,168,444,230,400,10,-,7,30,97,34,19,41,105,480,215,278,13,-,6,37,66,28,18,32,130,526,189,327,7,-,2,25,83,17,22,36,133,443,146,346,10,-,2,36,120,24,19,20,155,486,186,316,3,-,-,30
서울,구로구,사망[명],6,0,0,0,2,2,0,2,1,-,0,0,1,1,0,0,0,4,0,1,1,-,2,0,0,0,2,0,0,4,0,0,1,-,0,2,1,1,0,0,1,4,0,1,2,-,0,2,1,0,0,0,0,2,0,1,1,-,-,0
서울,구로구,부상[명],169,31,23,23,175,670,402,551,13,-,7,32,111,33,19,42,108,686,347,405,12,-,4,43,68,29,19,34,137,693,292,419,10,-,3,25,87,16,22,40,138,639,231,468,10,-,3,37,125,25,19,20,160,712,319,425,3,-,-,32
서울,영등포구,사고[건],216,52,22,50,225,955,345,515,10,-,3,46,135,15,15,28,178,946,346,494,13,1,9,28,123,26,18,22,151,871,330,589,6,-,11,31,115,51,33,38,147,771,322,452,14,-,8,47,127,60,26,30,142,808,321,313,18,-,6,49
서울,영등포구,사망[명],2,0,0,0,3,1,1,1,1,-,0,2,3,0,0,0,0,1,0,1,0,0,0,2,6,0,1,0,2,2,4,0,0,-,0,0,3,1,0,0,2,5,1,2,3,-,2,1,1,0,0,0,2,0,1,1,2,-,0,0
서울,영등포구,부상[명],229,55,22,53,239,1398,655,727,16,-,3,54,144,16,15,29,187,1426,592,635,14,1,9,34,126,27,17,22,160,1254,537,773,7,-,11,33,117,52,33,41,152,1105,518,615,18,-,7,49,134,60,28,32,146,1118,592,427,26,-,6,50
서울,동작구,사고[건],136,74,29,28,132,550,255,156,5,-,-,41,95,27,24,24,138,541,208,187,11,-,5,47,80,22,9,23,151,439,161,229,7,-,2,25,68,32,19,22,161,450,164,248,12,-,2,39,83,41,10,31,159,415,178,277,5,-,2,41
서울,동작구,사망[명],2,0,0,0,0,1,1,0,0,-,-,1,5,0,1,0,2,1,0,1,0,-,0,0,2,2,0,0,4,1,2,0,0,-,0,0,1,4,0,0,0,1,0,0,1,-,0,0,3,0,0,0,2,1,0,0,0,-,0,0
서울,동작구,부상[명],145,80,31,28,153,881,463,189,8,-,-,43,96,27,25,25,145,816,376,243,11,-,6,49,81,22,9,25,154,633,247,314,7,-,2,26,70,28,19,24,168,665,257,363,14,-,2,41,95,43,10,31,162,621,275,382,6,-,2,41
서울,관악구,사고[건],120,47,25,14,146,494,190,280,5,-,3,39,102,36,26,19,146,479,233,375,6,1,5,16,90,34,13,18,160,463,181,420,7,-,4,29,73,41,14,22,133,423,144,284,4,-,3,31,57,28,23,24,154,291,130,250,-,-,2,21
서울,관악구,사망[명],2,2,0,0,2,4,0,0,0,-,0,0,3,0,0,1,3,0,1,3,2,0,0,0,2,1,0,0,2,2,1,0,0,-,0,0,5,0,0,0,2,1,0,1,0,-,0,0,0,1,0,0,3,2,1,3,-,-,0,0
서울,관악구,부상[명],126,46,25,15,149,684,297,362,6,-,3,42,108,40,26,19,146,652,331,469,5,1,6,16,96,33,13,20,167,644,267,540,12,-,5,32,73,42,14,23,145,604,231,360,4,-,3,36,62,29,25,24,165,399,203,322,-,-,2,21
서울,강남구,사고[건],213,49,96,66,401,1087,562,1183,13,-,2,50,154,32,94,65,376,930,666,1368,8,1,9,49,128,45,70,58,358,1059,653,"1,391",11,1,8,38,152,40,70,61,448,985,670,1224,8,-,4,47,186,78,69,85,383,1132,671,1254,13,-,-,55
서울,강남구,사망[명],1,2,0,1,3,2,1,3,1,-,0,0,4,2,1,0,1,3,1,3,0,0,0,2,2,0,0,0,4,0,1,1,2,0,0,0,4,0,0,0,3,3,1,5,0,-,0,0,2,1,0,0,2,0,1,1,0,-,-,0
서울,강남구,부상[명],225,52,99,66,418,1575,969,1702,17,-,2,57,166,32,95,67,393,1389,1060,1915,13,1,9,49,138,46,72,61,370,1494,982,"1,951",11,1,8,41,155,40,70,63,458,1436,1038,1722,12,-,8,50,194,79,71,100,404,1591,1038,1674,18,-,-,60
서울,강동구,사고[건],184,35,17,37,164,513,220,211,7,1,-,25,109,44,36,27,126,485,204,201,7,-,-,29,73,24,14,14,117,402,176,210,1,1,-,15,91,15,9,27,120,445,173,247,2,1,-,21,81,26,12,31,141,423,190,260,6,-,-,15
서울,강동구,사망[명],5,0,0,0,2,1,1,2,0,0,-,0,2,0,0,0,1,2,1,1,0,-,-,0,4,1,0,0,2,1,1,0,0,0,-,0,1,0,0,0,2,1,0,1,2,0,-,0,0,0,0,0,0,2,1,0,1,-,-,0
서울,강동구,부상[명],193,37,18,38,168,750,386,284,10,1,-,25,112,45,38,28,129,612,346,249,7,-,-,34,69,23,15,14,120,584,301,267,1,1,-,18,91,15,9,27,123,618,306,335,1,1,-,27,85,29,13,32,147,595,268,330,8,-,-,15
서울,송파구,사고[건],198,65,25,35,269,1356,473,381,19,1,11,59,134,45,36,42,221,1254,391,419,13,-,14,26,133,50,37,52,197,1126,424,531,11,-,9,37,162,58,30,59,212,903,422,687,9,-,8,31,126,80,38,61,225,824,449,762,14,-,3,32
서울,송파구,사망[명],1,2,0,0,1,5,1,2,1,0,0,0,2,0,0,0,2,2,1,2,1,-,0,1,1,0,1,0,1,4,3,3,1,-,0,0,2,1,0,0,1,1,0,1,1,-,2,0,2,0,0,0,3,3,1,1,0,-,0,0
서울,송파구,부상[명],211,67,26,38,279,1976,813,468,49,1,13,62,146,49,38,43,226,1781,629,544,13,-,15,25,142,50,37,56,211,1586,695,672,11,-,9,40,176,60,31,63,220,1343,716,938,9,-,6,32,137,81,48,65,232,1209,725,1051,16,-,4,35
서울,서초구,사고[건],154,44,21,32,210,941,420,531,24,2,7,32,104,47,19,40,183,798,404,611,4,1,7,32,99,39,14,45,178,759,365,570,10,1,3,35,120,62,27,29,193,808,424,559,9,-,1,32,100,52,32,43,139,807,435,503,8,-,3,46
서울,서초구,사망[명],2,1,0,1,5,2,1,2,0,0,0,0,1,1,0,1,2,0,2,2,0,0,0,0,1,0,0,0,4,2,0,1,0,0,0,0,2,1,0,0,1,1,0,2,0,-,0,1,1,1,0,0,1,1,1,2,0,-,0,0
서울,서초구,부상[명],157,43,22,33,213,1456,730,800,33,3,7,33,114,47,19,40,192,1130,724,762,6,1,8,32,102,41,14,45,182,1075,614,806,11,1,3,38,125,65,28,30,199,1264,738,890,14,-,1,37,107,51,34,46,141,1209,880,787,11,-,5,48
서울,중구,사고[건],108,41,12,18,105,573,146,143,5,-,3,30,90,27,7,17,98,417,125,136,6,-,7,25,58,18,14,13,70,378,113,164,5,-,3,18,62,19,8,23,109,364,111,216,3,-,2,26,73,23,7,14,99,360,130,192,4,-,4,25
서울,중구,사망[명],3,0,0,0,1,1,0,0,0,-,0,0,0,1,0,0,0,1,0,2,1,-,0,1,2,0,0,0,0,0,0,0,0,-,1,0,0,1,0,0,1,0,0,0,0,-,0,0,2,1,0,0,0,0,0,0,0,-,0,0
서울,중구,부상[명],111,44,12,24,108,845,255,177,5,-,3,31,97,28,7,17,102,591,195,173,5,-,7,26,61,18,14,16,74,554,176,218,5,-,2,18,66,19,8,24,115,499,170,279,3,-,2,27,75,23,7,14,111,492,202,236,4,-,4,26
서울,양천구,사고[건],131,15,16,23,188,454,210,433,5,-,2,29,102,16,7,14,142,295,177,555,4,-,-,32,93,19,8,31,133,449,188,355,2,-,3,24,75,13,7,14,151,324,149,404,7,-,2,19,92,30,12,28,122,361,178,362,5,1,1,29
서울,양천구,사망[명],3,2,0,0,2,1,2,0,1,-,0,0,3,0,0,1,0,0,0,2,1,-,-,0,4,0,0,0,3,2,1,3,0,-,0,1,3,1,0,0,3,0,0,1,0,-,0,0,0,0,0,0,1,1,0,2,0,0,0,1
서울,양천구,부상[명],137,13,20,24,190,658,401,603,4,-,3,32,105,18,7,15,145,428,295,780,3,-,-,33,94,20,9,33,133,649,283,442,3,-,3,23,75,12,8,14,153,470,230,539,7,-,2,19,94,30,12,28,129,507,290,498,6,1,1,28
서울,중랑구,사고[건],209,35,32,28,166,510,213,365,19,-,8,35,117,19,29,13,180,451,163,418,17,-,11,29,124,25,15,26,142,458,171,371,4,-,8,29,117,18,27,25,166,494,190,322,6,2,5,29,95,28,19,28,162,434,176,277,10,-,2,37
서울,중랑구,사망[명],6,1,0,0,0,3,0,1,1,-,0,0,2,0,0,0,2,0,0,0,0,-,0,0,3,1,0,0,2,0,0,0,1,-,0,0,4,0,0,0,2,1,1,1,0,1,0,0,2,0,0,0,0,3,1,1,0,-,0,0
서울,중랑구,부상[명],216,36,33,28,173,742,354,472,20,-,9,39,124,20,31,13,183,685,265,560,23,-,13,35,132,24,16,28,149,697,266,469,5,-,9,31,118,19,27,25,173,746,315,423,7,1,5,31,109,29,20,31,170,606,310,376,13,-,2,38
서울,노원구,사고[건],180,59,18,32,126,666,275,313,9,-,4,21,122,47,8,29,80,614,241,287,11,1,4,18,127,35,9,23,86,617,221,240,17,-,2,36,114,35,9,28,124,494,228,308,13,-,2,29,100,34,14,38,83,501,218,346,8,-,2,22
서울,노원구,사망[명],3,1,0,0,2,0,2,0,0,-,0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,-,0,1,1,1,0,0,0,1,0,1,2,-,0,0,4,1,0,0,0,1,1,1,1,-,0,0
서울,노원구,부상[명],196,62,19,34,126,939,458,426,16,-,4,22,124,47,9,35,83,910,385,381,19,1,4,18,139,40,9,23,87,905,384,299,15,-,2,37,122,35,10,28,129,730,403,403,16,-,5,32,100,34,15,41,88,704,398,450,11,-,2,26
서울,광진구,사고[건],74,22,18,11,135,417,159,106,7,-,8,16,53,20,6,14,97,334,144,171,9,-,3,18,37,20,20,17,113,373,136,184,3,-,2,17,46,9,7,11,94,249,120,159,2,-,-,11,23,13,7,22,121,204,86,227,2,-,1,11
서울,광진구,사망[명],1,0,0,0,2,0,0,0,0,-,0,0,2,0,0,0,1,1,0,0,0,-,0,0,1,0,0,0,1,1,0,0,1,-,0,0,3,1,0,0,2,0,1,2,0,-,-,0,1,0,0,0,1,0,0,2,0,-,0,0
서울,광진구,부상[명],77,23,18,11,138,600,279,136,10,-,8,16,54,20,6,15,103,457,241,219,9,-,3,18,37,20,20,17,116,527,210,247,2,-,2,18,45,8,7,13,101,386,183,208,3,-,-,12,23,13,7,22,121,269,122,307,2,-,1,12
서울,강북구,사고[건],142,30,31,12,183,486,172,169,4,-,5,43,63,19,10,10,170,274,109,393,-,-,2,37,74,21,19,5,140,385,112,233,4,-,4,20,91,26,24,15,165,361,123,192,1,-,5,41,74,63,23,17,109,409,107,129,3,-,-,38
서울,강북구,사망[명],2,0,0,0,0,3,1,1,0,-,0,0,1,0,0,0,0,1,0,1,-,-,0,0,3,0,0,0,2,1,0,0,0,-,0,0,3,0,1,0,2,0,0,0,0,-,0,0,1,0,0,1,2,1,0,0,0,-,-,0
서울,강북구,부상[명],151,30,32,12,191,698,304,235,4,-,5,44,70,20,10,10,180,377,168,540,-,-,2,43,79,22,19,5,144,536,183,281,7,-,4,22,92,26,24,16,170,482,177,229,1,-,5,44,79,69,23,16,109,553,154,172,3,-,-,39
서울,금천구,사고[건],95,12,8,20,124,343,107,176,5,-,3,27,63,6,6,11,111,281,118,164,13,1,5,31,54,3,5,10,101,275,101,240,8,1,1,28,49,1,2,7,149,145,105,353,1,-,-,32,63,9,8,40,105,213,95,291,11,1,2,38
서울,금천구,사망[명],3,0,1,0,1,1,0,1,2,-,0,0,2,0,0,0,1,1,0,1,1,0,0,0,3,1,0,1,1,7,1,2,0,0,0,0,0,0,0,1,4,1,0,2,0,-,-,1,3,0,0,0,0,1,0,1,2,0,0,0
서울,금천구,부상[명],100,12,8,20,130,559,242,245,7,-,3,27,74,7,6,11,120,412,187,210,15,1,9,32,56,2,5,10,103,453,158,339,9,1,1,30,52,1,2,6,147,217,212,479,1,-,-,35,69,9,9,41,113,338,170,431,11,1,2,38
서울,용산구,사고[건],95,16,33,6,109,380,269,247,9,-,2,21,56,11,5,13,70,269,128,300,8,1,4,25,52,11,12,12,87,313,159,341,2,-,2,23,76,15,8,14,107,270,140,354,3,-,7,20,63,10,8,13,111,276,156,331,11,-,3,14
서울,용산구,사망[명],3,1,0,1,1,1,0,0,3,-,0,0,3,1,0,0,1,1,0,3,2,0,1,0,1,1,0,0,0,0,0,1,1,-,0,1,3,0,0,0,2,0,1,2,0,-,2,1,1,1,0,0,0,1,1,3,3,-,0,1
서울,용산구,부상[명],101,16,33,5,115,529,449,333,8,-,2,23,59,11,5,13,70,394,187,398,11,1,3,26,53,10,13,13,92,443,259,460,2,-,2,22,75,16,8,17,118,371,220,477,3,-,5,20,65,9,8,14,116,382,250,492,11,-,3,16
서울,성동구,사고[건],84,22,30,14,75,427,198,206,6,-,3,26,86,29,23,32,74,448,168,229,9,-,3,18,70,14,22,18,121,350,160,274,8,1,1,18,79,27,16,19,69,324,162,227,7,-,2,16,70,24,22,15,85,368,132,187,5,-,1,10
서울,성동구,사망[명],4,1,0,1,2,1,1,0,1,-,1,1,4,0,0,1,0,1,1,2,0,-,0,0,2,0,0,0,3,1,0,0,1,0,0,1,1,0,0,0,2,1,1,3,0,-,0,0,1,0,0,0,2,1,1,0,0,-,0,1
서울,성동구,부상[명],80,26,30,15,76,567,357,249,7,-,3,29,84,31,24,34,77,633,272,293,10,-,3,20,72,14,22,18,124,465,264,355,9,1,1,17,82,28,16,19,70,438,258,280,11,-,2,18,76,25,23,15,89,523,208,244,8,-,1,9
서울,동대문구,사고[건],143,45,14,22,200,532,253,306,8,-,4,38,130,33,11,22,135,511,172,384,10,-,2,38,93,32,7,28,151,439,176,433,2,-,5,24,127,52,14,34,188,450,184,436,8,-,7,34,109,57,12,44,163,527,217,498,2,-,3,42
서울,동대문구,사망[명],3,1,0,0,2,5,1,1,1,-,0,1,3,0,0,0,2,1,0,2,0,-,0,2,7,2,0,0,2,3,2,0,1,-,0,0,0,1,0,1,0,2,0,2,1,-,3,2,3,1,0,0,1,2,0,1,0,-,0,2
서울,동대문구,부상[명],150,46,14,24,212,724,398,371,7,-,4,38,135,35,11,24,140,693,291,467,10,-,2,37,87,30,7,28,153,536,260,525,1,-,5,24,136,52,14,35,198,586,268,507,9,-,4,34,114,57,12,45,171,683,320,588,2,-,3,44
서울,성북구,사고[건],204,54,12,20,116,680,228,130,11,2,10,42,148,36,13,21,122,557,180,161,8,1,8,20,101,33,8,27,126,479,190,279,11,1,7,23,106,41,9,25,116,466,186,294,6,-,2,37,91,23,12,23,153,474,174,250,3,1,4,48
서울,성북구,사망[명],2,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,2,0,2,1,1,0,0,0,3,0,0,1,0,5,1,2,2,0,1,0,2,1,0,0,0,2,0,2,1,-,0,0,1,1,0,1,2,3,0,0,0,0,0,0
서울,성북구,부상[명],213,53,12,20,121,983,374,153,13,2,9,54,157,37,13,22,123,751,283,197,10,1,8,20,102,34,11,26,131,641,284,331,12,1,6,27,108,40,11,25,120,627,273,376,6,-,2,38,94,22,12,22,159,632,258,322,4,1,4,51
서울,도봉구,사고[건],122,19,12,16,94,324,92,138,4,-,3,28,109,20,6,13,76,265,81,144,5,-,1,21,76,14,5,12,60,209,79,107,3,1,1,24,67,9,13,13,57,198,73,72,3,-,1,16,61,8,6,5,54,206,62,95,4,-,2,27
서울,도봉구,사망[명],0,0,0,0,2,0,0,0,0,-,0,2,2,1,0,0,1,3,0,0,0,-,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-,0,0,3,1,0,0,0,2,0,0,0,-,0,1
서울,도봉구,부상[명],133,19,13,19,99,475,172,197,4,-,3,29,110,19,7,13,81,389,148,193,7,-,1,22,86,14,5,14,62,280,126,148,6,1,1,25,75,11,13,17,60,278,131,99,4,-,1,16,61,7,6,5,58,275,104,135,5,-,2,27
서울,은평구,사고[건],128,37,28,30,138,444,129,130,6,-,6,43,115,27,8,14,111,401,133,110,7,-,3,24,91,16,14,39,90,395,101,87,5,1,8,20,95,41,15,17,104,324,106,185,2,-,7,22,97,43,25,30,125,373,109,188,1,-,2,46
서울,은평구,사망[명],2,0,0,0,1,3,0,1,0,-,0,0,8,1,0,0,1,2,0,1,1,-,0,0,2,0,0,0,0,3,1,1,1,1,0,2,1,1,0,0,1,1,0,2,0,-,2,1,3,1,0,0,2,0,0,1,0,-,0,0
서울,은평구,부상[명],139,37,30,32,142,662,197,165,8,-,7,45,115,27,8,15,113,723,216,153,12,-,4,29,95,18,14,39,93,631,190,96,6,0,8,28,97,40,15,17,111,471,204,273,2,-,5,21,98,43,27,34,132,546,166,257,2,-,2,46
서울,서대문구,사고[건],136,40,10,20,120,421,163,152,11,-,3,37,77,25,9,16,80,390,119,177,6,-,3,26,90,36,6,17,67,383,143,139,11,-,3,35,95,34,11,21,94,363,137,158,10,-,7,44,101,17,16,19,70,379,139,123,9,-,2,41
서울,서대문구,사망[명],4,2,0,0,2,4,0,0,0,-,1,1,1,1,0,0,4,0,0,0,0,-,0,0,3,0,0,0,0,4,0,0,1,-,0,1,1,0,0,1,1,1,1,0,0,-,0,0,0,0,0,0,1,2,0,0,1,-,0,0
서울,서대문구,부상[명],139,38,10,22,125,733,281,206,15,-,2,38,87,24,10,16,79,579,198,225,7,-,5,26,102,36,6,17,71,547,213,161,13,-,3,37,98,35,11,20,96,553,228,198,10,-,8,46,106,17,18,19,70,561,213,159,9,-,2,46
부산,중구,사고[건],38,29,10,5,16,140,29,17,4,-,1,6,32,11,1,1,29,126,24,48,1,-,-,11,30,14,3,10,26,129,23,20,3,-,3,4,42,20,4,9,40,158,29,39,2,-,1,13,29,20,2,10,29,135,37,44,2,-,2,10
부산,중구,사망[명],1,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1,0,1,0,1,0,0,0,0,-,0,0,1,0,0,0,1,1,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,-,0,0
부산,중구,부상[명],38,29,10,6,17,205,47,18,7,-,1,6,35,11,1,1,30,177,40,53,1,-,-,11,30,14,2,10,26,205,33,26,4,-,3,4,43,20,4,10,40,249,37,51,2,-,1,22,31,20,2,10,29,219,59,80,2,-,2,12
부산,서구,사고[건],65,22,21,3,25,207,71,35,7,-,5,13,40,16,12,5,33,246,59,47,4,1,5,20,46,8,24,8,21,205,61,35,5,-,5,15,45,14,3,5,37,201,56,66,7,-,1,10,41,29,8,7,39,173,81,45,3,-,4,10
부산,서구,사망[명],0,1,0,0,0,1,0,0,0,-,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-,0,0,1,0,1,0,1,0,1,0,0,-,0,0,1,0,0,0,1,1,0,0,0,-,0,0
부산,서구,부상[명],69,21,22,3,25,350,117,47,10,-,6,14,38,16,12,5,35,383,87,61,6,1,5,21,48,8,24,8,21,310,95,45,7,-,7,17,45,14,2,5,45,307,106,98,9,-,1,10,44,29,8,7,38,270,137,62,4,-,5,12
부산,동구,사고[건],32,23,4,13,70,172,97,137,4,-,1,21,26,23,6,7,51,147,68,136,5,-,4,22,29,21,11,5,34,217,59,71,2,-,5,30,51,36,6,16,35,215,77,85,3,-,-,15,53,33,3,5,33,191,58,81,2,-,2,26
부산,동구,사망[명],0,0,0,0,2,0,0,0,1,-,0,0,0,0,0,0,1,0,0,1,0,-,0,2,2,0,0,0,1,0,0,0,0,-,1,1,1,1,0,0,0,1,1,0,0,-,-,0,3,0,0,0,0,0,0,0,0,-,0,1
부산,동구,부상[명],32,23,5,14,70,281,160,213,5,-,1,22,27,25,6,8,56,237,135,210,7,-,4,38,27,22,11,5,34,303,81,105,2,-,4,32,55,37,7,16,35,336,130,168,3,-,-,15,54,38,3,5,33,334,122,120,2,-,2,25
부산,영도구,사고[건],55,8,19,1,34,130,35,46,7,-,3,10,36,1,17,3,49,114,29,63,6,-,3,11,31,5,10,8,30,116,36,86,5,-,4,10,29,11,2,9,50,82,50,49,-,1,4,11,24,6,6,3,50,60,32,58,2,-,-,7
부산,영도구,사망[명],1,1,0,0,1,0,0,0,0,-,0,0,1,0,1,0,1,0,0,1,0,-,0,0,0,0,0,0,2,0,0,1,0,-,1,0,0,0,0,0,1,1,0,0,-,0,0,0,0,0,0,0,3,0,0,0,1,-,-,0
부산,영도구,부상[명],55,8,19,1,35,209,62,52,9,-,3,11,39,1,16,4,51,171,45,91,6,-,3,14,32,5,10,10,30,178,58,119,6,-,4,10,31,11,2,11,52,114,98,77,-,1,4,11,26,7,6,3,47,85,62,84,1,-,-,8
부산,진구,사고[건],197,77,38,23,203,535,223,347,11,1,2,31,145,60,21,22,146,545,187,369,6,1,12,30,130,50,20,15,197,537,245,411,6,1,7,43,152,34,24,8,187,446,216,418,11,1,7,31,125,54,27,17,178,363,196,389,7,-,8,28
부산,진구,사망[명],5,4,0,0,2,1,0,1,0,0,0,1,2,2,0,0,1,2,1,0,0,0,0,0,0,1,1,0,3,3,0,1,1,0,0,0,2,0,0,0,1,0,2,3,2,0,0,0,0,0,0,0,2,2,1,1,1,-,0,1
부산,진구,부상[명],202,76,39,26,217,840,399,449,17,1,2,36,154,59,23,23,159,826,337,538,8,1,13,37,140,50,19,15,208,802,412,566,5,1,7,45,163,34,26,8,195,650,369,614,13,2,8,34,137,54,27,17,190,561,302,557,6,-,9,27
부산,동래구,사고[건],124,49,21,16,98,431,142,187,9,1,2,23,102,28,11,15,97,330,159,222,4,-,2,23,64,26,3,17,98,313,101,196,4,-,1,16,117,38,6,11,60,305,104,154,10,-,1,13,115,27,5,21,98,312,123,238,10,-,1,25
부산,동래구,사망[명],1,0,0,0,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,-,0,0,0,0,0,0,2,1,0,1,0,-,1,0,2,1,0,0,0,1,0,1,2,-,0,0,3,0,1,0,1,1,0,2,2,-,0,0
부산,동래구,부상[명],128,49,21,16,99,635,254,241,12,1,2,24,106,28,11,15,100,476,228,282,4,-,2,23,66,28,3,18,96,427,140,274,16,-,0,18,116,38,6,12,61,420,162,205,12,-,1,20,120,28,4,21,98,445,179,324,8,-,1,25
부산,남구,사고[건],90,29,37,9,102,299,108,198,15,-,-,14,48,17,16,13,83,304,103,154,6,-,1,17,43,14,13,20,68,231,101,197,8,1,2,7,54,16,21,18,84,210,99,181,7,-,4,17,66,36,24,15,68,275,131,153,12,-,6,19
부산,남구,사망[명],1,0,0,0,1,2,0,0,1,-,-,0,2,0,0,0,2,0,0,2,0,-,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,3,0,1,0,2,0,-,1,1,2,1,0,1,1,1,0,1,1,-,0,0
부산,남구,부상[명],94,29,38,9,106,407,191,265,22,-,-,14,46,18,17,13,83,443,167,207,7,-,1,21,44,14,13,20,66,318,145,255,9,2,4,8,53,16,22,15,86,283,148,246,8,-,3,16,68,36,25,15,69,369,197,214,13,-,6,20
부산,북구,사고[건],81,11,8,5,95,156,69,251,9,-,1,15,49,9,5,7,95,157,75,270,9,-,-,18,45,13,8,3,58,138,65,210,5,-,2,19,35,8,3,1,64,78,66,185,1,-,-,6,45,7,3,3,83,123,60,222,3,-,-,13
부산,북구,사망[명],2,0,0,0,2,3,1,0,0,-,1,1,2,0,0,0,1,2,0,1,3,-,-,2,0,0,0,0,1,2,0,1,3,-,0,0,0,0,0,0,2,0,0,2,0,-,-,0,3,0,0,0,2,2,0,1,0,-,-,1
부산,북구,부상[명],84,12,9,5,99,228,121,387,12,-,1,15,48,9,6,7,102,210,128,380,12,-,-,20,48,14,8,3,63,189,109,289,3,-,2,19,35,8,3,1,65,117,118,251,1,-,-,6,44,7,3,3,84,194,94,302,5,-,-,12
부산,해운대구,사고[건],117,21,11,18,111,439,154,159,11,-,6,17,86,15,8,15,72,380,154,155,8,1,2,18,101,13,15,15,70,358,177,192,9,-,4,14,70,16,8,19,79,277,146,180,10,-,5,6,70,31,3,19,71,290,130,156,6,-,4,15
부산,해운대구,사망[명],2,0,0,1,5,3,0,1,2,-,2,0,3,0,0,0,1,4,0,0,1,0,0,0,2,1,0,0,0,3,1,0,1,-,0,1,1,1,1,0,0,0,0,3,0,-,0,0,0,1,0,1,3,0,0,1,1,-,0,0
부산,해운대구,부상[명],123,21,11,20,110,637,253,220,10,-,5,17,89,15,8,15,76,575,226,197,8,1,2,19,102,13,15,17,73,542,304,255,9,-,4,16,70,16,8,19,83,400,244,279,12,-,7,7,73,31,4,21,70,440,223,216,5,-,4,16
