시도,시군구,사고년도,횡단중,차도통행중,길가장자리구역통행중,보도통행중,기타,충돌,추돌,기타_1,공작물충돌,도로이탈,전도전복,기타_2,횡단중_3,차도통행중_4,길가장자리구역통행중_5,보도통행중_6,기타_7,충돌_8,추돌_9,기타_10,공작물충돌_11,도로이탈_12,전도전복_13,기타_14,횡단중_16,차도통행중_17,길가장자리구역통행중_18,보도통행중_19,기타_20,충돌_21,추돌_22,기타_23,공작물충돌_24,도로이탈_25,전도전복_26,기타_27,횡단중_29,차도통행중_30,길가장자리구역통행중_31,보도통행중_32,기타_33,충돌_34,추돌_35,기타_36,공작물충돌_37,도로이탈_38,전도전복_39,기타_40,횡단중_42,차도통행중_43,길가장자리구역통행중_44,보도통행중_45,기타_46,충돌_47,추돌_48,기타_49,공작물충돌_50,도로이탈_51,전도전복_52,기타_53
부산,사하구,사고[건],100,24,12,13,130,302,146,354,8,-,4,17,68,19,10,12,106,244,157,321,7,-,4,21,72,18,13,7,91,200,127,316,8,-,4,20,66,19,12,11,86,238,175,273,5,-,5,26,74,17,10,7,69,288,94,248,5,2,1,15
부산,사하구,사망[명],6,0,0,0,3,1,0,0,0,-,1,1,1,0,0,0,1,0,0,1,1,-,0,1,3,0,0,0,1,1,3,4,1,-,1,0,1,0,0,0,1,0,1,2,2,-,0,0,2,0,0,0,3,1,0,1,0,1,0,2
부산,사하구,부상[명],101,24,12,13,129,425,293,500,12,-,3,17,72,21,11,13,110,368,247,451,6,-,4,21,72,18,13,7,93,291,170,435,20,-,3,21,69,20,12,11,98,320,300,345,5,-,6,27,76,17,10,7,67,362,137,321,6,1,1,13
부산,금정구,사고[건],92,14,15,7,125,242,114,169,8,1,3,11,56,13,16,13,124,224,109,239,7,1,5,12,94,13,12,9,100,272,131,225,7,-,1,7,86,25,16,8,113,254,103,186,9,-,2,14,85,27,20,10,75,244,101,136,6,2,1,11
부산,금정구,사망[명],3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,2,2,0,-,0,0,0,1,2,0,1,2,1,1,2,-,0,1,2,0,0,0,0,1,2,1,0,1,0,0
부산,금정구,부상[명],92,15,15,7,128,355,212,233,7,2,4,12,60,14,17,13,127,368,205,364,12,1,5,13,99,13,12,10,107,412,244,333,10,-,2,9,92,25,14,8,117,377,178,265,9,-,3,17,85,29,20,10,78,348,202,188,9,1,1,11
부산,강서구,사고[건],21,6,1,7,34,256,136,181,11,-,3,13,19,4,-,1,31,251,132,258,13,-,4,16,19,5,3,1,29,282,159,259,5,-,2,19,25,7,3,4,20,300,170,212,15,1,-,8,26,4,3,2,26,317,175,208,9,-,2,15
부산,강서구,사망[명],0,0,0,0,1,3,2,1,1,-,0,0,0,1,-,0,0,4,0,1,3,-,0,1,1,0,0,0,2,7,2,1,0,-,0,2,0,1,0,0,2,4,3,1,6,0,-,1,0,0,0,0,0,5,3,2,1,-,0,1
부산,강서구,부상[명],22,6,1,7,33,339,238,240,14,-,3,13,20,3,-,1,32,339,202,352,10,-,4,15,19,5,3,1,29,431,292,376,8,-,2,22,25,7,4,4,18,417,320,283,13,2,-,7,27,4,4,2,27,446,297,295,10,-,2,14
부산,연제구,사고[건],90,36,16,11,67,336,143,145,7,-,3,14,71,20,21,5,75,231,111,196,3,-,3,8,65,15,8,10,81,195,120,163,-,1,-,8,49,10,6,9,74,172,97,215,2,1,-,11,70,4,8,9,64,175,112,207,3,-,2,15
부산,연제구,사망[명],1,0,0,0,1,0,0,1,0,-,0,0,3,3,0,0,1,1,0,0,0,-,0,0,0,0,0,0,1,0,0,1,-,0,-,0,2,0,0,0,1,0,1,0,0,0,-,0,1,0,0,0,0,1,0,1,0,-,0,0
부산,연제구,부상[명],95,36,17,11,68,499,236,194,9,-,3,15,74,18,21,5,77,363,162,238,5,-,4,10,71,15,8,10,86,277,198,227,-,4,-,8,50,10,6,10,77,223,143,317,2,1,-,11,70,4,8,9,67,261,169,265,4,-,3,20
부산,수영구,사고[건],70,21,26,9,85,253,103,203,4,1,-,16,40,16,31,11,89,220,93,154,6,-,1,5,32,11,18,18,88,202,87,194,1,-,1,12,52,22,25,12,84,212,111,186,3,-,1,9,57,31,26,12,70,264,103,183,5,-,2,11
부산,수영구,사망[명],0,0,0,0,2,0,0,0,1,0,-,1,2,1,0,0,0,1,0,1,0,-,0,0,0,1,0,0,3,0,0,0,0,-,0,0,2,1,0,0,0,0,0,0,0,-,0,0,0,1,0,0,1,0,0,1,0,-,0,0
부산,수영구,부상[명],75,21,27,9,88,378,181,271,3,1,-,15,44,15,31,13,92,326,146,195,7,-,1,5,32,10,18,18,90,295,144,250,1,-,1,12,54,24,25,13,85,305,183,250,3,-,1,10,60,30,26,12,74,377,175,240,6,-,3,12
부산,사상구,사고[건],115,23,13,15,102,480,144,159,10,-,2,37,66,27,14,12,90,368,147,166,10,2,2,17,68,25,3,7,82,252,141,115,3,-,-,9,60,22,9,18,45,228,111,72,6,-,-,8,55,32,13,16,44,253,108,109,6,-,1,12
부산,사상구,사망[명],7,0,0,0,2,2,0,0,0,-,0,2,1,1,0,0,2,1,1,1,1,0,0,3,3,0,0,0,4,0,0,3,0,-,-,2,3,0,0,1,0,3,1,1,0,-,-,1,1,3,0,0,2,1,2,0,0,-,0,0
부산,사상구,부상[명],123,24,39,16,105,707,234,218,12,-,3,47,72,26,14,13,90,537,241,203,11,3,2,14,70,25,3,7,80,322,217,157,28,-,-,8,63,23,9,21,46,307,151,93,7,-,-,7,55,30,13,16,42,357,211,147,7,-,1,12
부산,기장군,사고[건],54,10,6,6,40,197,95,81,11,2,-,3,37,4,4,3,41,196,133,124,4,2,3,8,33,6,4,5,28,114,124,188,2,-,2,5,39,4,3,5,43,106,119,150,4,-,-,2,53,9,8,8,25,220,132,90,9,-,4,4
부산,기장군,사망[명],2,0,0,2,1,2,1,0,1,1,-,0,1,0,0,0,0,2,1,0,1,2,1,0,0,0,0,0,1,0,4,1,2,-,0,2,3,0,0,0,1,1,0,3,2,-,-,0,1,1,0,0,0,0,0,0,2,-,1,0
부산,기장군,부상[명],61,11,6,6,43,329,188,134,21,2,-,5,39,4,4,3,42,347,252,204,4,1,3,12,33,7,4,5,27,181,232,300,1,-,2,5,39,4,3,6,44,166,240,220,2,-,-,4,57,8,8,8,27,344,265,145,10,-,4,5
강원,춘천시,사고[건],123,17,18,22,105,769,224,269,16,4,3,20,97,15,17,10,79,589,204,324,18,1,2,24,91,16,11,15,88,596,214,294,7,-,2,27,98,19,7,19,114,479,188,405,11,-,7,35,86,17,15,16,99,495,164,312,9,-,5,33
강원,춘천시,사망[명],7,1,0,0,3,5,1,0,4,1,1,0,3,0,1,0,0,9,1,3,6,0,0,0,5,2,0,0,3,7,1,2,2,-,1,0,3,0,0,0,1,7,4,0,2,-,0,0,0,0,0,3,1,4,0,1,2,-,2,2
강원,춘천시,부상[명],123,16,18,24,105,1217,489,404,18,5,2,22,101,15,16,10,84,930,408,458,24,1,2,27,88,19,13,16,93,908,407,400,14,-,1,29,100,19,7,19,118,747,451,633,16,-,7,53,92,18,15,15,103,736,361,493,13,-,4,36
강원,원주시,사고[건],170,29,24,31,82,1074,355,168,17,4,12,19,131,35,13,16,71,860,422,245,15,4,3,15,120,35,16,18,79,762,376,284,12,2,3,11,101,40,10,25,76,679,353,271,12,1,3,7,98,25,6,15,83,600,318,252,11,1,4,10
강원,원주시,사망[명],6,4,0,1,0,9,1,2,6,2,2,1,6,2,0,0,2,2,2,1,5,1,2,0,5,2,0,0,0,3,0,3,3,2,1,1,4,1,0,1,2,1,2,4,1,0,0,2,7,2,0,0,1,4,1,2,1,1,1,1
강원,원주시,부상[명],173,26,24,33,84,1668,660,276,23,4,11,18,130,34,13,17,78,1380,741,354,11,10,2,18,120,33,18,20,84,1180,702,424,19,1,2,17,105,41,10,24,80,1068,658,416,16,1,3,5,97,25,6,16,87,908,560,347,16,0,5,9
강원,동해시,사고[건],35,1,8,5,20,187,57,29,9,-,1,5,37,5,9,6,13,157,38,22,7,-,2,-,32,6,2,5,18,187,61,41,4,1,1,4,31,5,5,1,11,152,51,48,-,1,2,3,34,9,3,6,22,125,49,61,2,-,1,3
강원,동해시,사망[명],3,0,0,0,0,0,0,1,0,-,0,1,1,1,0,0,1,0,0,0,1,-,0,-,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,1,1,-,0,0,0,1,0,0,0,0,0,0,0,0,-,1,0
강원,동해시,부상[명],34,1,8,6,20,264,100,40,14,-,2,5,36,4,10,6,12,230,77,33,9,-,2,-,32,6,2,7,19,298,132,69,7,2,1,4,34,5,5,1,11,227,102,80,-,1,4,6,37,10,3,6,22,185,87,86,2,-,0,3
강원,강릉시,사고[건],86,19,11,11,60,512,109,61,10,1,3,5,70,27,6,5,54,471,109,83,11,3,1,8,53,15,3,4,47,273,67,180,3,2,-,6,74,15,3,7,60,260,99,185,2,-,2,5,71,25,7,6,62,243,88,235,12,1,3,5
강원,강릉시,사망[명],4,0,0,0,0,4,1,1,3,1,0,0,3,0,0,0,1,4,0,1,4,1,1,3,5,1,0,0,0,4,3,0,1,2,-,1,1,0,0,0,1,3,2,2,2,-,0,3,3,2,0,1,1,1,1,2,5,1,1,1
강원,강릉시,부상[명],84,21,11,13,64,811,232,91,21,0,7,5,70,27,6,5,59,698,208,115,19,4,0,10,50,15,3,4,52,425,125,283,3,0,-,5,76,15,4,7,62,405,207,263,2,-,3,2,68,26,7,5,62,367,186,322,7,1,2,4
강원,속초시,사고[건],51,18,13,9,6,220,56,11,6,-,1,-,40,11,9,3,15,272,71,19,3,1,1,1,33,20,6,13,6,234,55,11,4,-,-,2,41,15,12,7,11,248,55,19,2,1,-,2,31,16,4,3,13,214,52,24,3,-,1,1
강원,속초시,사망[명],4,1,1,0,0,1,1,0,0,-,0,-,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-,-,0,2,0,0,0,1,0,1,0,0,0,-,1,1,0,0,0,1,0,1,1,0,-,1,0
강원,속초시,부상[명],50,17,12,9,6,358,112,16,11,-,1,-,44,12,9,3,15,458,124,22,6,4,1,1,34,20,6,14,6,356,124,19,3,-,-,2,42,15,14,7,10,437,106,25,4,2,-,2,31,17,4,3,18,368,100,32,6,-,3,1
강원,태백시,사고[건],19,4,1,4,13,79,34,12,7,1,2,1,11,4,-,1,14,108,18,5,7,-,-,2,16,8,2,1,10,99,36,7,6,-,-,5,7,10,-,-,14,122,26,43,5,-,1,-,18,14,-,-,12,86,34,30,6,-,-,-
강원,태백시,사망[명],1,0,0,0,0,1,0,0,0,0,0,0,0,0,-,0,0,0,0,0,1,-,-,0,1,1,0,0,1,1,0,0,2,-,-,1,1,1,-,-,0,1,0,0,0,-,0,-,0,0,-,-,0,0,0,0,1,-,-,-
강원,태백시,부상[명],18,4,1,4,13,127,66,20,7,1,5,1,11,6,-,1,14,188,34,7,7,-,-,2,17,7,2,1,9,158,58,7,4,-,-,5,6,10,-,-,14,193,57,62,18,-,1,-,18,14,-,-,12,139,75,58,7,-,-,-
강원,삼척시,사고[건],30,14,12,6,14,224,57,10,26,5,12,4,18,12,2,2,13,179,70,19,18,7,11,5,20,7,2,5,14,135,48,5,8,1,7,5,17,13,3,7,14,81,34,24,10,3,3,-,22,8,-,-,13,95,26,23,4,3,4,2
강원,삼척시,사망[명],1,2,1,1,0,4,0,0,0,0,7,0,1,0,0,0,0,0,1,0,2,0,1,0,3,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,1,0,0,0,2,3,0,-,2,1,-,-,0,0,2,0,1,3,0,0
강원,삼척시,부상[명],30,14,11,7,14,368,110,19,31,10,22,6,17,12,2,2,13,298,134,30,23,8,11,8,18,7,2,5,14,208,99,6,14,1,5,5,15,14,3,7,15,127,58,37,8,2,3,-,20,7,-,-,13,145,44,33,5,0,4,2
강원,홍천군,사고[건],20,8,-,-,38,117,56,86,11,3,5,15,20,7,6,8,10,205,65,10,11,5,8,2,30,6,4,2,10,166,76,6,12,10,3,4,19,4,3,1,12,139,57,14,9,3,5,2,17,7,-,4,9,126,39,5,11,1,4,2
강원,홍천군,사망[명],1,0,-,-,3,2,3,0,4,2,1,0,1,1,1,1,0,2,0,1,2,0,1,0,2,0,0,0,3,3,1,0,3,4,2,0,1,0,0,0,1,4,1,0,2,0,0,0,1,0,-,1,0,3,1,0,2,0,1,0
강원,홍천군,부상[명],20,8,-,-,39,195,107,141,14,2,5,20,19,6,5,7,10,341,137,11,11,8,15,3,28,6,4,2,8,294,170,13,21,13,1,4,20,4,3,1,12,270,132,25,8,9,9,3,16,7,-,3,9,213,192,5,15,1,3,2
강원,횡성군,사고[건],12,3,2,-,13,85,32,44,7,4,1,-,10,4,3,1,8,117,43,16,13,2,4,2,9,8,-,1,8,106,29,32,6,6,3,-,11,3,-,1,4,67,31,29,1,2,1,2,12,7,2,1,8,98,21,16,5,5,1,1
강원,횡성군,사망[명],1,0,0,-,1,1,1,2,2,1,0,-,0,0,0,0,0,2,1,0,3,1,0,0,1,1,-,0,0,1,1,0,1,3,1,-,1,2,-,0,0,3,0,1,1,1,1,0,4,0,0,0,1,5,0,1,1,3,0,0
강원,횡성군,부상[명],11,3,2,-,16,156,78,89,10,4,2,-,10,4,3,1,9,205,88,26,18,3,6,2,8,7,-,1,9,163,53,47,11,3,2,-,10,8,-,1,6,112,73,39,0,1,0,3,9,7,2,1,7,160,43,21,4,3,1,1
강원,영월군,사고[건],19,1,-,-,8,71,23,7,17,5,2,3,14,4,4,-,4,87,15,4,11,4,6,1,6,6,-,3,5,76,23,3,6,2,4,2,9,6,4,-,4,77,20,4,18,4,2,1,7,11,1,-,6,74,20,15,8,4,3,2
강원,영월군,사망[명],1,0,-,-,1,0,0,0,1,0,0,1,2,0,0,-,0,1,1,0,2,1,0,0,0,0,-,0,0,1,0,0,1,0,0,0,0,1,2,-,0,2,0,0,3,0,0,0,1,0,1,-,0,0,1,0,3,1,0,1
강원,영월군,부상[명],18,1,-,-,7,131,55,12,18,5,2,3,13,4,4,-,4,148,21,7,15,4,6,1,6,6,-,3,5,143,37,6,11,2,6,2,9,5,3,-,4,142,37,4,31,7,4,1,6,11,0,-,6,147,45,20,11,5,5,1
강원,평창군,사고[건],10,4,1,-,9,106,25,15,6,-,6,1,6,2,-,1,10,84,17,24,4,4,1,1,2,3,1,2,5,98,33,20,10,1,2,1,5,4,4,-,5,117,33,8,12,4,4,-,6,5,1,-,3,103,27,8,13,7,2,1
강원,평창군,사망[명],1,1,0,-,0,1,0,0,0,-,2,0,1,0,-,0,0,0,0,1,1,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,-,1,4,1,0,4,2,0,-,0,1,0,-,0,1,0,0,10,1,0,0
강원,평창군,부상[명],9,3,1,-,10,221,50,32,13,-,4,1,6,2,-,1,10,139,36,36,3,4,1,1,2,3,1,2,5,209,115,40,15,1,2,1,6,3,4,-,7,212,85,18,13,2,4,-,8,4,1,-,3,219,85,17,17,16,3,1
강원,정선군,사고[건],8,6,1,-,6,58,15,10,3,-,-,-,9,3,1,-,5,46,15,16,3,1,1,1,4,2,-,2,14,48,21,57,9,2,3,5,3,2,-,2,15,16,12,91,9,-,-,8,4,7,3,-,10,42,26,56,12,1,-,4
강원,정선군,사망[명],0,1,0,-,0,1,1,0,3,-,-,-,0,1,0,-,0,1,0,1,0,0,0,0,0,2,-,0,2,2,0,0,0,0,0,0,0,0,-,0,0,2,0,0,1,-,-,0,0,0,0,-,1,0,1,0,3,0,-,2
강원,정선군,부상[명],8,5,1,-,6,106,29,13,1,-,-,-,10,2,1,-,5,73,29,27,6,1,1,1,4,0,-,2,12,75,38,91,10,3,3,6,3,2,-,2,15,30,21,151,11,-,-,11,4,7,3,-,10,80,56,91,12,1,-,6
강원,철원군,사고[건],6,1,1,1,6,91,15,11,5,2,4,1,12,3,2,-,7,88,13,14,5,1,4,1,-,3,-,-,6,90,14,-,9,1,1,1,10,11,2,-,5,63,8,6,4,1,3,-,9,2,2,3,8,70,8,7,5,1,2,-
강원,철원군,사망[명],3,0,0,0,1,4,0,0,3,0,1,0,0,1,0,-,1,2,0,0,0,0,2,0,-,0,-,-,0,2,1,-,2,1,0,0,0,0,0,-,0,0,0,0,0,1,0,-,0,0,0,0,1,1,0,0,1,0,0,-
강원,철원군,부상[명],4,1,1,2,5,149,25,19,7,2,4,1,13,2,2,-,6,124,23,18,9,1,4,2,-,3,-,-,6,161,25,-,9,0,1,2,10,13,2,-,5,108,18,12,6,1,3,-,14,2,2,6,7,109,15,12,8,1,2,-
강원,화천군,사고[건],10,3,3,-,4,57,11,3,4,4,2,-,4,1,2,1,7,66,15,6,13,3,3,-,3,1,2,-,5,46,17,10,4,3,3,2,4,1,1,2,3,50,9,10,5,2,-,-,2,-,2,-,2,57,14,4,4,-,-,1
강원,화천군,사망[명],1,0,2,-,1,1,1,0,2,1,0,-,1,0,1,0,0,1,0,0,3,2,0,-,0,0,0,-,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,-,-,0,-,0,-,0,0,0,0,0,-,-,0
강원,화천군,부상[명],9,4,3,-,3,125,20,3,4,5,2,-,3,1,1,1,7,131,33,8,18,1,3,-,3,2,2,-,5,76,44,17,11,4,4,1,3,1,1,2,3,105,15,21,6,4,-,-,2,-,2,-,2,98,23,4,5,-,-,1
강원,양구군,사고[건],5,2,1,-,8,46,7,11,4,-,1,3,3,-,-,-,3,37,7,14,4,6,1,2,6,1,1,-,8,26,21,8,2,1,4,3,2,-,-,1,10,46,9,4,2,1,4,-,3,3,4,1,4,50,12,7,3,2,2,2
강원,양구군,사망[명],0,0,0,-,0,0,0,0,1,-,0,1,1,-,-,-,0,0,0,0,0,1,0,0,1,1,0,-,2,0,0,0,0,0,2,0,0,-,-,0,1,0,2,0,1,1,0,-,0,0,0,0,0,1,0,1,1,0,0,0
강원,양구군,부상[명],7,2,1,-,8,92,15,19,5,-,1,6,2,-,-,-,3,91,17,37,6,5,1,3,5,0,5,-,6,42,36,14,2,2,7,3,2,-,-,1,9,63,18,8,1,0,5,-,3,3,4,1,4,96,39,9,2,4,2,3
강원,인제군,사고[건],4,2,-,1,6,37,21,12,6,2,3,-,3,2,-,1,1,48,17,6,1,-,2,1,-,2,4,-,1,61,10,2,7,1,-,-,4,1,1,1,2,52,15,3,7,2,1,-,5,4,1,1,7,56,18,9,2,1,1,2
강원,인제군,사망[명],0,0,-,1,1,2,1,0,3,0,0,-,0,0,-,0,0,2,0,0,1,-,0,0,-,0,1,-,0,1,2,0,1,2,-,-,0,0,0,0,0,3,1,0,1,0,0,-,2,0,0,0,0,1,0,1,1,0,0,0
강원,인제군,부상[명],4,2,-,0,5,72,38,15,4,5,3,-,3,2,-,1,1,75,32,9,0,-,2,1,-,2,3,-,1,95,37,3,10,3,-,-,4,1,1,1,4,85,31,8,12,2,2,-,3,4,1,1,8,103,51,14,1,1,1,3
강원,고성군,사고[건],4,2,3,-,5,69,41,11,1,-,2,-,6,1,1,-,13,61,34,8,-,2,1,2,5,-,1,-,9,70,24,5,4,-,-,1,3,2,3,-,13,63,52,7,1,1,-,1,1,-,-,-,10,58,35,5,-,1,1,-
강원,고성군,사망[명],0,0,0,-,0,1,0,0,0,-,0,-,0,0,0,-,0,0,1,0,-,1,0,0,0,-,0,-,1,1,2,0,1,-,-,0,0,0,0,-,0,0,0,0,1,1,-,0,0,-,-,-,0,0,0,0,-,1,1,-
강원,고성군,부상[명],4,2,3,-,5,115,73,14,2,-,2,-,7,1,1,-,14,94,67,15,-,4,1,2,5,-,1,-,8,119,48,6,10,-,-,2,3,2,5,-,13,112,101,7,0,1,-,1,1,-,-,-,11,79,59,6,-,0,0,-
강원,양양군,사고[건],10,10,11,1,2,81,45,3,10,3,1,1,10,7,2,2,6,89,32,7,4,3,1,2,6,4,7,1,2,87,26,8,6,1,4,1,9,7,7,1,6,85,28,8,3,-,-,2,6,13,2,-,7,95,31,4,3,1,-,-
강원,양양군,사망[명],1,0,0,0,0,2,3,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,1,0,0,3,0,0,1,-,-,0,0,0,0,-,0,2,0,0,0,1,-,-
강원,양양군,부상[명],9,10,12,1,2,152,112,4,39,3,1,0,11,6,3,2,6,149,70,13,4,3,1,2,6,4,7,1,2,148,53,11,8,1,6,0,10,5,8,2,6,146,91,12,5,-,-,4,7,13,2,-,7,154,61,9,4,0,-,-
충북,청주시,사고[건],248,72,25,36,300,1941,668,1483,44,9,21,102,215,48,31,27,277,1562,626,1524,62,5,14,65,186,28,18,45,280,2070,629,772,30,5,21,57,215,70,34,55,225,1724,594,996,42,8,29,47,261,77,36,55,194,2072,770,707,68,4,23,70
충북,청주시,사망[명],10,4,0,2,5,7,7,8,5,1,0,0,9,4,0,0,4,19,10,6,3,3,1,2,5,1,0,0,5,9,10,8,3,1,3,4,8,1,0,1,2,18,9,3,4,3,2,1,6,2,0,0,5,12,9,5,6,2,1,0
충북,청주시,부상[명],254,72,27,38,310,3309,1348,2368,46,11,24,131,221,50,31,28,287,2539,1193,2374,71,3,17,73,201,27,18,46,286,3219,1142,"1,145",30,4,18,56,213,73,35,61,231,2566,1038,1486,52,6,28,57,269,76,37,60,206,3093,1396,943,88,3,23,79
충북,충주시,사고[건],61,16,6,8,86,355,185,584,28,6,13,16,46,14,3,5,51,335,180,422,17,7,9,10,44,17,5,5,75,569,196,184,20,4,10,18,61,17,13,7,48,549,194,128,20,6,5,5,49,28,6,7,56,481,168,196,14,6,5,10
충북,충주시,사망[명],7,1,0,0,4,8,3,4,2,5,1,1,2,0,0,0,2,5,4,4,0,0,2,2,1,1,0,0,4,6,5,1,2,0,4,1,7,1,0,0,2,6,7,0,3,1,0,1,2,1,0,1,2,4,1,0,2,3,0,0
충북,충주시,부상[명],57,15,6,9,87,629,455,1019,38,5,12,18,45,16,3,5,50,572,392,698,20,8,12,9,46,16,5,6,76,922,370,303,23,5,6,19,55,16,13,7,47,849,342,197,21,5,5,4,50,28,6,7,54,768,308,301,18,5,5,11
충북,제천시,사고[건],81,22,9,9,30,476,168,29,31,5,7,3,45,13,5,4,21,481,136,51,27,5,8,5,51,12,3,3,29,423,112,35,24,2,6,6,45,19,12,5,34,322,104,125,28,3,2,2,39,7,7,7,30,398,115,80,38,6,6,4
충북,제천시,사망[명],7,2,0,0,3,3,0,0,4,0,0,0,3,2,0,0,0,4,3,1,1,0,0,2,3,0,0,0,4,6,0,0,2,0,0,0,1,2,0,0,0,2,4,3,3,1,0,0,3,0,0,0,1,1,2,0,1,2,1,0
충북,제천시,부상[명],77,22,9,11,31,867,365,43,32,6,7,3,46,14,5,5,22,841,246,78,31,5,8,3,48,15,3,3,27,732,231,43,26,2,8,6,51,17,12,5,38,569,193,233,30,3,5,2,37,8,7,7,30,647,211,119,44,5,5,4
충북,보은군,사고[건],8,3,4,1,11,76,33,6,2,7,8,6,8,9,4,1,3,58,21,9,9,3,5,2,4,4,3,3,7,66,34,6,2,2,4,1,6,2,2,5,6,65,31,8,3,1,5,-,6,3,1,1,8,62,35,8,1,1,3,4
충북,보은군,사망[명],0,1,0,0,2,4,2,0,0,0,2,2,0,1,0,0,0,1,4,0,1,0,2,0,0,1,0,0,0,2,4,1,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,-,0,1,0,0,0,2,6,0,1,0,2,0
충북,보은군,부상[명],8,2,4,1,9,136,91,9,8,8,12,6,8,9,4,1,3,96,56,13,11,4,3,2,4,3,6,4,9,100,87,9,4,1,4,0,6,2,2,5,7,128,44,11,6,1,5,-,6,2,1,1,9,126,77,9,0,2,1,4
충북,옥천군,사고[건],21,8,4,-,9,121,27,28,8,3,5,2,10,3,-,1,4,82,35,10,11,2,1,1,16,8,-,1,11,73,26,10,3,1,3,1,16,6,2,-,7,44,12,22,7,2,1,1,7,9,1,-,3,73,23,11,6,8,5,1
충북,옥천군,사망[명],0,1,1,-,0,0,2,0,0,1,1,1,1,0,-,0,0,1,2,0,0,1,0,0,0,1,-,0,1,2,4,0,0,1,0,0,0,0,0,-,0,1,0,0,2,1,0,1,0,0,0,-,0,3,3,0,1,4,1,0
충북,옥천군,부상[명],23,7,3,-,9,194,44,44,11,2,4,2,9,3,-,1,4,125,49,16,13,1,1,1,16,7,-,1,11,101,46,11,3,0,3,1,16,6,2,-,7,59,23,37,8,1,1,0,7,10,1,-,3,128,44,13,7,4,4,1
충북,영동군,사고[건],6,4,6,2,12,130,25,9,10,4,8,2,8,4,4,-,14,79,16,16,5,4,5,3,8,3,2,-,15,71,20,8,5,4,4,5,7,2,3,2,9,69,19,10,9,1,2,-,14,2,-,2,9,62,18,17,3,4,1,2
충북,영동군,사망[명],0,0,0,0,1,4,1,1,1,0,1,0,2,1,0,-,4,1,0,1,0,0,0,1,0,0,0,-,0,2,0,0,0,3,2,1,0,0,0,0,0,5,2,0,1,0,0,-,0,0,-,0,1,1,0,1,2,1,0,1
충북,영동군,부상[명],6,4,6,2,12,221,40,13,13,7,8,2,6,3,4,-,11,114,24,33,10,5,5,2,9,3,2,-,15,108,37,13,5,1,2,7,8,2,3,2,9,111,27,10,12,1,2,-,15,2,-,2,8,77,29,24,3,3,1,1
충북,진천군,사고[건],17,5,6,2,25,164,93,161,16,3,10,14,28,6,3,-,13,235,104,60,18,7,5,2,24,7,3,-,16,286,100,26,17,3,6,3,26,7,9,3,4,275,80,17,10,1,7,1,27,13,8,1,11,277,91,25,11,2,8,2
충북,진천군,사망[명],0,0,1,0,1,1,3,1,1,0,2,1,1,3,1,-,1,3,2,0,1,0,0,0,3,0,0,-,1,7,1,1,1,2,0,0,1,0,0,0,0,1,3,0,1,0,1,0,0,2,0,0,0,2,1,0,1,1,2,0
충북,진천군,부상[명],21,5,5,2,24,260,232,248,16,3,8,16,28,3,2,-,12,380,240,103,17,7,6,2,21,9,3,-,15,385,192,43,19,4,8,4,29,7,9,4,4,407,169,19,10,1,6,1,28,12,10,1,12,399,179,43,20,2,6,2
충북,괴산군,사고[건],5,4,5,1,11,101,28,9,13,6,3,4,9,3,5,-,10,103,35,11,4,2,5,6,2,1,2,1,7,95,44,12,7,4,3,3,4,3,8,-,5,105,25,10,15,7,5,1,8,4,4,1,1,78,28,10,19,2,5,4
충북,괴산군,사망[명],1,1,0,0,2,2,0,0,3,1,0,0,1,0,1,-,1,0,3,0,1,0,2,1,0,0,0,0,0,1,3,0,1,0,1,0,1,0,0,-,0,1,2,0,2,1,2,0,1,1,0,0,0,2,3,0,4,0,1,0
충북,괴산군,부상[명],4,3,5,1,10,172,59,11,17,8,3,4,9,3,4,-,11,182,86,21,10,3,4,7,2,1,2,1,7,181,89,14,7,5,2,3,3,3,8,-,5,187,46,15,18,8,3,1,7,3,5,1,1,136,51,13,17,2,4,4
충북,음성군,사고[건],39,14,11,1,16,395,111,35,26,6,6,3,14,14,5,2,26,354,103,29,41,7,3,8,11,9,4,2,8,321,113,18,28,6,5,3,20,16,5,5,18,283,110,43,20,4,8,5,11,13,1,2,19,248,80,75,19,5,1,5
충북,음성군,사망[명],4,1,0,0,2,3,3,1,2,1,1,0,0,2,0,0,2,3,4,0,5,2,1,1,0,0,1,0,2,3,3,0,2,0,1,0,1,1,0,0,1,6,1,0,1,0,1,0,3,3,0,0,3,2,4,1,2,1,0,0
충북,음성군,부상[명],39,18,12,1,14,693,229,46,29,5,5,3,14,12,7,2,25,599,188,44,44,7,3,7,12,10,3,2,6,505,201,21,40,6,4,4,20,16,5,5,17,446,189,74,26,5,11,6,11,10,1,2,20,396,152,119,20,4,1,5
