,Unnamed: 0,브랜드,상호명,구,주소,위도,경도
492,492,이디야,방학역점,도봉구,서울 도봉구 도봉로153길 15 (방학동),37.6699566,127.0409485
493,493,이디야,방학점,도봉구,서울 도봉구 방학로 171 (방학동),37.6626943,127.0371098
494,494,이디야,선덕고사거리점,도봉구,"서울 도봉구 해등로 255 (쌍문동, 에벤에셀아파트)",37.65548,127.04056
495,495,이디야,솔밭공원역점,도봉구,"서울 도봉구 삼양로 594 (쌍문동, 주함해븐빌)",37.6534706,127.0133333
496,496,이디야,신창점,도봉구,서울 도봉구 덕릉로 235 (창동),37.6454361,127.0491039
497,497,이디야,쌍문동점,도봉구,서울 도봉구 노해로 162 (쌍문동),37.6513026,127.0466207
498,498,이디야,쌍문역점,도봉구,서울 도봉구 도봉로117길 4 (쌍문동),37.6496289,127.0308252
499,499,이디야,창동대우점,도봉구,서울 도봉구 덕릉로63가길 30 (창동),37.643558,127.0392677
500,500,이디야,창동역점,도봉구,서울 도봉구 마들로11길 65 (창동),37.6528716,127.0497132
501,501,이디야,창동제일점,도봉구,서울 도봉구 노해로70길 81 (창동),37.64907,127.05222
502,502,이디야,창동하나로마트점,도봉구,"서울 도봉구 마들로11길 20 (창동, 농협창동유통센타)",37.6528716,127.0497132
503,503,이디야,창동학원가점,도봉구,서울 도봉구 해등로16길 61 (창동),37.6551564,127.0428259
504,504,이디야,가산두산위브점,금천구,서울 금천구 가산로 111 (가산동),37.4744995,126.8940647
505,505,이디야,가산리더스타워점,금천구,서울 금천구 벚꽃로 286 (가산동),37.4576832,126.893558
506,506,이디야,가산벽산점,금천구,서울 금천구 벚꽃로 244 (가산동),37.4576832,126.893558
507,507,이디야,가산오거리점,금천구,"서울 금천구 가산로 155 (가산동, 케이디에스빌딩)",37.4744995,126.8940647
508,508,이디야,가산월드점,금천구,서울 금천구 가산디지털2로 123 (가산동),37.4787523,126.8773476
509,509,이디야,가산하이엔드10차점,금천구,"서울 금천구 가산디지털1로 30 (가산동, 에이스하이엔드타워10)",37.46881105,126.88737135618001
510,510,이디야,금천롯데마트점,금천구,"서울 금천구 시흥대로 291 (독산동, 금천롯데캐슬골드파크3차)",37.46038045,126.89652113054333
511,511,이디야,독산동쌈지공원점,금천구,서울 금천구 독산로 276 (독산동),37.4490409,126.9049192
512,512,이디야,독산동점,금천구,"서울 금천구 독산로 218 (독산동, 창영빌딩)",37.4490409,126.9049192
513,513,이디야,박미삼거리점,금천구,서울 금천구 시흥대로 150 (시흥동),37.4350863,126.9029168
514,514,이디야,석수푸르지오점,금천구,"서울 금천구 삼성산길 11 (시흥동, 위너스타워)",37.4341143,126.9034716
515,515,이디야,세광교회점,금천구,서울 금천구 독산로 124 (시흥동),37.4490409,126.9049192
516,516,이디야,시흥동점,금천구,서울 금천구 시흥동,37.4507049,126.9085555
517,517,이디야,시흥사거리점,금천구,서울 금천구 시흥대로63길 8 (시흥동),37.4556407,126.8959712
518,518,이디야,시흥유통센터점,금천구,"서울 금천구 시흥대로 88 (시흥동, 오복빌딩)",37.4350863,126.9029168
519,519,이디야,시흥중앙점,금천구,서울 금천구 금하로 748 (시흥동),37.449974350000005,126.91263890009327
520,520,이디야,은행나무사거리점,금천구,서울 금천구 금하로 690 (시흥동),37.4552136,126.9012928
521,521,이디야,관악우성점,관악구,서울 관악구 관악로 232 (봉천동),37.4742309,126.9529237
522,522,이디야,관악하나로마트점,관악구,"서울 관악구 남부순환로 1369 (신림동, 관악농협농산물백화점)",37.482913,126.9422134
523,523,이디야,낙성대역점,관악구,서울 관악구 남부순환로 1915 (봉천동),37.482913,126.9422134
524,524,이디야,난곡사거리점,관악구,서울 관악구 남부순환로 1444 (신림동),37.482913,126.9422134
525,525,이디야,남현홈플러스점,관악구,"서울 관악구 과천대로 909 (남현동, 남현프라자)",37.4697695,126.9843762
526,526,이디야,녹두거리점,관악구,서울 관악구 신림로 91 (신림동),37.4841114,126.9296625
527,527,이디야,보라매중앙점,관악구,"서울 관악구 보라매로 62 (봉천동, 보라매삼성아파트)",37.4934717,126.9276244
528,528,이디야,봉일시장점,관악구,서울 관악구 은천로 23 (봉천동),37.4863055,126.9366792
529,529,이디야,봉천역점,관악구,서울 관악구 남부순환로 1725 (봉천동),37.482913,126.9422134
530,530,이디야,봉천현대시장점,관악구,서울 관악구 양녕로 39-1 (봉천동),37.4913097,126.9442008
531,531,이디야,서울대중앙점,관악구,서울 관악구 남부순환로216길 2 (봉천동),37.4805153,126.9489615
532,532,이디야,신대방역점,관악구,서울 관악구 난곡로 368 (신림동),37.4683168,126.9201938
533,533,이디야,신림난곡점,관악구,서울 관악구 난곡로 197 (신림동),37.4683168,126.9201938
534,534,이디야,신림대학동점,관악구,서울 관악구 호암로26길 17 (신림동),37.4704161,126.9355531
535,535,이디야,신림문화교점,관악구,"서울 관악구 신림로46길 1 (신림동, 서원동성당)",37.4788201,126.9345025
536,536,이디야,신림미성점,관악구,서울 관악구 난곡로 250 (신림동),37.4683168,126.9201938
537,537,이디야,신림신화교점,관악구,서울 관악구 신림로 199 (신림동),37.4841114,126.9296625
538,538,이디야,신림역점,관악구,서울 관악구 신림로 312 (신림동),37.4841114,126.9296625
539,539,이디야,신림패션문화점,관악구,서울 관악구 봉천로6길 24 (신림동),37.488445,126.9256108
540,540,이디야,청룡중앙점,관악구,"서울 관악구 쑥고개로 80 (봉천동, 제이빌딩)",37.4794568,126.9444649
541,541,이디야,KBS별관점,영등포구,"서울 영등포구 국제금융로8길 27-9 (여의도동, 동북빌딩)",37.5196646,126.9289376
542,542,이디야,국회의사당역점,영등포구,"서울 영등포구 의사당대로 22 (여의도동, 이룸센터)",37.5267919,126.9194937
543,543,이디야,남부고용센터점,영등포구,서울 영등포구 양산로 71 (양평동3가),37.5245159,126.8930322
544,544,이디야,당산버드나루점,영등포구,서울 영등포구 버드나루로 87 (영등포동7가),37.5252049,126.9094463
545,545,이디야,당산역점,영등포구,"서울 영등포구 당산로 222 (당산동5가, 당산디오빌)",37.5172698,126.8957152
546,546,이디야,당산중앙점,영등포구,서울 영등포구 당산로 159 (당산동4가),37.5273632,126.90055
547,547,이디야,대림1동점,영등포구,서울 영등포구 도림로 198 (대림동),37.4964372,126.9028423
548,548,이디야,대림3동점,영등포구,서울 영등포구 대림로 212 (대림동),37.4888492,126.9063446
549,549,이디야,대림역점,영등포구,서울 영등포구 도림로31길 2 (대림동),37.4925405,126.8959604
550,550,이디야,도림사거리점,영등포구,서울 영등포구 도림로 326 (신길동),37.50661235,126.90181522245223
551,551,이디야,도림점,영등포구,"서울 영등포구 도신로15길 40 (도림동, 도림빌딩)",37.5086111,126.8965822
552,552,이디야,라이프점,영등포구,"서울 영등포구 63로 40 (여의도동, 라이프오피스텔)",37.5195167,126.9389746
553,553,이디야,보라매역점,영등포구,서울 영등포구 여의대방로 141 (신길동),37.5041701,126.9219033
554,554,이디야,서여의도점,영등포구,"서울 영등포구 국회대로72길 4 (여의도동, 아이비피아빌딩)",37.5302988,126.91991910727575
555,555,이디야,선유도역점,영등포구,서울 영등포구 양평로 126 (양평동5가),37.5382312,126.8939508
556,556,이디야,신길성애병원점,영등포구,서울 영등포구 여의대방로53길 27 (신길동),37.5121602,126.9209712
557,557,이디야,신길썬프라자점,영등포구,서울 영등포구 신길로 42 (신길동),37.4964769,126.9086271
558,558,이디야,신길아이파크점,영등포구,서울 영등포구 도림로 280 (신길동),37.496733,126.902964
559,559,이디야,신길역점,영등포구,서울 영등포구 영등포로 353 (신길동),37.5150289,126.918074
560,560,이디야,양평동2가점,영등포구,"서울 영등포구 선유서로25길 19 (양평동2가, 오목교투웨니퍼스트)",37.5250098,126.8840137
561,561,이디야,여의나루역점,영등포구,서울 영등포구 여의나루로 113 (여의도동),37.5260688,126.930788
562,562,이디야,여의도농협재단점,영등포구,"서울 영등포구 국제금융로8길 2 (여의도동, 농협재단빌딩)",37.5219838,126.930031
563,563,이디야,여의도역점,영등포구,"서울 영등포구 의사당대로 108 (여의도동, 아일렉스)",37.520918,126.9238295
564,564,이디야,영등포knk점,영등포구,"서울 영등포구 영신로 220 (영등포동8가, KnK디지털타워)",37.5134839,126.908678
565,565,이디야,영등포그랜드점,영등포구,"서울 영등포구 양산로9길 15 (양평동3가, 그랜드타워)",37.5268136,126.8886023
566,566,이디야,영등포시장점,영등포구,서울 영등포구 영등포로35길 19 (영등포동6가),37.52148,126.9043777
567,567,이디야,영등포아크로타워점,영등포구,"서울 영등포구 국회대로54길 10 (영등포동7가, 아크로타워 스퀘어)",37.5232002,126.9060012
568,568,이디야,영등포에이스점,영등포구,서울 영등포구 경인로 775 (문래동3가),37.5172698,126.8957152
569,569,이디야,영등포점,영등포구,서울 영등포구 영중로 16-1 (영등포동3가),37.5302537,126.9047769
570,570,이디야,영등포코레일점,영등포구,"서울 영등포구 경인로 846 (영등포동, 영등포 민자역사)",37.5153957,126.9072076
571,571,이디야,영등포홈플러스점,영등포구,"서울 영등포구 당산로 42 (문래동3가, 홈플러스)",37.5172698,126.8957152
572,572,이디야,한강성심병원점,영등포구,서울 영등포구 버드나루로 51 (영등포동2가),37.5230343,126.910588
573,573,이디야,한국수출입은행점,영등포구,"서울 영등포구 은행로 38 (여의도동, 한국수출입은행빌딩)",37.52862535,126.92344513442816
574,574,이디야,힐스테이트클래시안점,영등포구,"서울 영등포구 신길로28길 9 (신길동, 힐스테이트 클래시안)",37.5025521,126.9117251
