사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2024-07,경춘선,1321,청평,10,0,1058,275,2372,1149,4490,2259,5224,4258,4083,3567,4947,3952,6912,2918,5047,4295,3981,4219,3646,4805,3792,4525,3442,3763,4203,5021,3259,4153,1598,3450,1473,2818,894,1732,531,1438,156,1102,13,314,0,0,0,0,0,0
2024-07,경춘선,1322,상천,2,0,208,73,293,243,636,352,684,732,427,664,563,675,900,733,617,557,629,468,700,717,636,573,692,433,726,476,424,349,216,422,159,239,102,275,37,148,19,99,0,29,1,0,0,0,0,0
2024-07,경춘선,1323,가평,2,0,892,147,2027,1022,3738,2723,4385,6758,3525,6150,5904,5623,10954,7214,6647,6567,4628,7217,4347,5794,4222,4827,5244,2803,6012,3523,5517,3587,2699,3679,1930,2480,1265,1937,581,1691,315,1137,20,405,0,0,0,0,0,0
2024-07,경춘선,1324,굴봉산,0,0,85,9,94,78,159,219,171,271,203,235,286,632,1072,548,360,285,385,227,371,301,410,237,488,183,285,144,192,135,118,117,120,99,50,52,40,74,7,44,2,11,0,0,0,0,0,0
2024-07,경춘선,1325,백양리,1,0,21,12,31,66,57,211,103,172,78,125,235,297,370,287,184,192,194,172,247,202,366,120,216,80,280,48,173,76,79,50,81,54,58,51,43,37,13,24,1,2,0,0,0,0,0,0
2024-07,경춘선,1326,강촌,22,0,172,71,264,192,510,307,580,1315,741,1101,1176,1530,2426,1542,1322,1096,1029,873,1205,1138,1526,680,1204,844,1036,647,804,814,478,535,418,366,293,343,112,317,43,210,6,24,0,0,0,0,0,0
2024-07,경춘선,1327,김유정,11,0,108,44,219,115,621,729,558,982,455,629,486,896,576,1328,685,1255,925,959,1121,744,1140,656,1067,690,1151,746,1110,670,430,449,433,362,249,281,74,170,18,101,9,48,0,0,0,0,0,0
2024-07,경춘선,1328,남춘천,640,4,1523,21,3652,897,4414,2213,5975,3668,5638,3821,5237,3515,4890,6940,5529,6756,5774,5124,6534,4371,6100,5614,5359,4636,4596,5430,3852,5702,3168,8733,2750,3609,2508,3299,1381,4096,465,2178,5,1981,0,0,0,0,0,0
2024-07,경춘선,1329,춘천,286,3,644,11,1619,362,1843,1037,2444,2160,2482,2695,2220,2113,2454,3581,2379,2956,3134,3162,3763,2146,4295,2828,3849,2041,3635,2124,2850,2020,1967,2748,1293,1402,907,1099,406,1034,76,1069,3,630,0,0,0,0,0,0
2024-07,수인선,1873,고색,697,1,3585,596,9628,3337,20256,18466,15397,23627,6898,4697,4978,3056,5146,3592,5685,3767,5135,4129,4809,4108,4895,4739,6671,6880,17920,9223,22722,13340,6903,13489,6353,8513,4163,6346,2281,5669,868,3657,4,1996,0,1,0,0,0,0
2024-07,수인선,1874,오목천,10,0,1190,388,6607,2054,15101,5372,14917,9721,8446,3500,6219,3006,5995,3081,6468,3915,5963,4602,4612,3845,5117,5384,7721,7513,7444,7135,9275,14686,4707,9404,2791,5181,2490,4891,1617,6060,684,3509,6,323,0,0,0,0,0,0
2024-07,수인선,1875,어천,0,0,397,148,1841,2149,3773,4147,3479,3394,2879,1555,2444,1444,2510,1589,2264,1595,2200,2011,1783,2060,2495,2051,4332,2974,3542,2815,4278,4303,1711,2959,1156,1615,725,1853,489,1377,215,699,1,103,0,0,0,0,0,0
2024-07,수인선,1876,야목,0,0,313,83,777,965,1407,944,1305,851,824,418,614,442,574,368,573,327,557,439,532,418,765,462,1336,748,993,790,1045,1320,437,784,246,333,196,490,102,363,79,241,0,39,0,0,0,0,0,0
2024-07,수인선,1877,사리,6,0,5776,516,12243,1773,26171,3617,21341,5691,10580,2873,8252,2974,6731,2876,7088,3756,7315,4698,5821,4410,5908,6200,6610,8836,7261,10397,7028,21257,4107,14369,2602,9685,2292,10019,2133,8076,808,5749,25,720,0,0,0,0,0,0
2024-07,수인선,1878,달월,0,0,14,29,22,141,212,103,176,385,59,103,68,86,123,72,93,112,92,115,128,117,137,93,337,125,320,111,1165,113,114,79,72,73,27,45,13,60,10,23,1,3,0,0,0,0,0,0
2024-07,수인선,1879,월곶,3,0,1994,380,5658,1414,12198,1929,10956,3308,5897,3405,4018,4712,4044,4719,4160,4736,4086,4115,3925,3998,4340,4723,4862,5529,5373,7442,6949,10644,3519,6284,2531,4199,2180,4079,1419,3483,575,1885,4,306,0,0,0,0,0,0
2024-07,수인선,1880,소래포구,21,1,3184,389,8358,2696,17946,4128,13796,8041,7561,6163,6039,5524,7826,7611,8810,9787,7725,8448,8671,7585,9709,7230,10515,8476,8683,10236,7501,14731,4798,9946,3855,6506,3894,6467,2563,5547,1390,3368,16,691,0,0,0,0,0,0
2024-07,수인선,1881,인천논현,6,0,3188,658,7199,4916,15095,9431,13937,13798,8172,10197,7478,7351,8108,7653,9390,8522,8211,9056,8254,9197,9270,9104,10525,11206,12422,15170,12646,19380,7504,11773,7312,8432,7123,7004,5526,5531,2609,3637,13,675,0,0,0,0,0,0
2024-07,수인선,1882,호구포,5,0,2094,811,3780,6903,7493,18675,8261,23645,5261,4620,4297,3119,4620,3476,4998,4052,4756,3930,4916,3972,5258,4068,6240,5148,16123,6571,18283,8146,5770,6507,5738,4836,4165,3844,2004,2958,977,2339,2,403,0,0,0,0,0,0
2024-07,수인선,1883,남동인더스파크,3,0,414,815,1101,4656,1429,18862,2061,24129,1259,3725,1491,1351,1777,1675,2135,1693,1906,1610,2363,1235,3055,1201,4234,1193,16391,1617,13632,2030,4286,2031,4358,1544,1803,982,535,681,174,391,0,21,0,0,0,0,0,0
2024-07,수인선,1884,원인재,32,0,3651,775,7493,2569,14503,6303,16897,8570,8702,4583,6746,4437,6592,5206,6781,5956,6606,5991,5850,5828,6489,7713,6674,9014,8561,12104,8526,16640,4965,11734,4047,7901,3971,7627,2953,6657,1514,4295,55,735,0,0,0,0,0,0
2024-07,수인선,1885,연수,28,0,3360,1039,7694,2460,15937,4994,13638,12741,6663,7832,6107,6831,6792,6383,7988,7164,8244,7535,7321,6719,7992,7350,8172,9648,9323,13878,11878,16487,5992,10867,5774,7283,5775,6805,4647,4920,2520,3144,33,664,0,0,0,0,0,0
2024-07,수인선,1886,송도,9,0,2490,390,4983,1737,9282,2541,9220,4126,4334,2563,3499,2231,3761,2703,4595,3803,4072,3335,3527,3313,4332,4362,4560,4454,4409,6561,3780,8260,2207,5421,1674,3522,1309,3395,807,2592,323,1506,4,398,0,0,0,0,0,0
2024-07,수인선,1888,인하대,79,0,4810,631,12803,4123,26215,5861,20811,14645,8938,8076,8004,5779,8862,5703,8866,8130,9353,7532,7724,8036,10060,9313,13052,11311,13347,16599,10876,25241,6356,12922,5702,9786,5059,9060,3854,7177,2266,4993,77,1213,0,0,0,0,0,0
2024-07,수인선,1889,숭의,16,0,3674,1146,6513,4509,13849,8940,11873,12533,6682,5055,6337,4184,6246,3850,6244,5019,5923,5430,5824,4772,6793,5003,8110,7239,11073,8771,9404,12694,4473,6753,3256,4966,3003,5417,1910,3803,879,2358,6,528,0,0,0,0,0,0
2024-07,수인선,1890,신포,3,0,1256,377,1835,1387,3589,4231,3183,8668,2029,3354,2104,2637,2789,2915,3242,2895,2933,3152,3201,2819,3980,2831,5031,3606,5329,4382,5976,4984,2903,2648,2623,1712,2024,1578,1301,1206,514,779,1,182,0,0,0,0,0,0
2024-07,수인선,1891,인천,112,2,789,307,1140,1270,2093,2970,1834,3998,1866,2251,1655,2666,1858,4071,2193,4168,2281,4077,2739,4106,3477,3773,2983,3605,2778,3274,2530,3871,1584,2800,1274,2021,959,1727,570,1418,129,793,0,207,0,0,0,0,0,0
2024-07,경강선,1501,판교,4,0,801,35,2428,8631,5918,21046,3604,40138,2561,20727,2561,12908,4739,8879,4222,7384,5044,5530,7006,5535,11907,5447,11269,5712,22146,7030,29985,7036,18515,4189,17993,2177,11305,1911,6954,1225,2122,713,0,214,0,0,0,0,0,0
2024-07,경강선,1502,이매,9,0,580,57,1854,1142,4110,2635,3335,3302,1805,1410,1527,1117,1405,984,1500,1229,1401,1446,1480,1366,1601,1462,1983,1462,2176,2341,2407,2855,1374,1978,1232,1197,1436,1057,1191,707,394,392,12,92,0,0,0,0,0,0
2024-07,경강선,1503,삼동,0,0,1851,59,6079,1442,14214,2599,13868,2278,7760,1250,4427,1191,3306,1501,3165,1875,2530,2017,2308,2690,2306,3665,2576,4877,3620,8228,2933,11019,1410,7243,1044,6974,811,4589,460,3843,126,1885,18,33,0,1,0,0,0,0
2024-07,경강선,1504,경기광주,0,0,3933,291,18288,2601,44744,6347,42786,10116,20092,5277,13311,4803,11265,5283,11372,6299,9419,7194,8680,8751,8205,10488,10087,14561,10857,20775,8833,35002,4397,30387,3385,22271,2702,14149,1732,12774,669,6241,61,83,0,0,0,0,0,0
2024-07,경강선,1505,초월,0,0,1789,164,7756,1847,17754,4512,17581,5660,8215,2347,5531,2003,4846,2168,4700,2899,4220,2954,3880,3777,3698,4485,4729,5875,6098,7987,5271,13571,2232,11735,1862,8223,1235,6746,625,5927,277,4065,18,62,0,0,0,0,0,0
2024-07,경강선,1506,곤지암,2,0,1070,152,3210,2601,7585,5588,6659,6942,4788,1934,3281,2207,3727,2503,3682,2760,3258,2618,3065,2719,3572,3386,4272,4298,6864,5263,6627,6311,2446,5206,1844,3714,1186,3593,482,2766,180,1685,11,469,0,0,0,0,0,0
2024-07,경강선,1507,신둔도예촌,2,1,997,30,3669,654,5687,2935,5101,3324,3353,1441,2704,1052,2091,1315,2117,1140,1936,1441,1707,1641,2129,1956,2360,2419,3909,3523,3198,5059,1321,4746,1021,2762,664,2530,310,2189,101,1181,3,421,0,0,0,0,0,0
2024-07,경강선,1508,이천,10,0,1065,33,4040,2282,9224,6431,7232,9171,6006,4227,5544,3787,4991,4031,4810,4404,4968,4515,4760,4737,4897,4913,6655,5784,7224,7241,7895,9938,3960,7893,3285,6636,2824,4037,1275,3886,614,1769,31,1065,0,0,0,0,0,0
2024-07,경강선,1509,부발,3,0,1171,71,3613,2075,7773,6539,6102,5304,4648,1884,3887,2023,4173,2092,3522,2616,3345,2475,3348,2537,3492,2987,4265,3867,6906,4870,5593,6085,2573,4951,2208,4824,1387,3964,695,3736,484,3962,24,1201,0,0,0,0,0,0
2024-07,경강선,1510,세종대왕릉,0,0,207,3,753,141,1114,651,995,758,889,525,794,497,652,552,662,618,683,515,615,610,647,647,705,852,762,763,712,1049,306,819,191,557,93,390,40,415,22,297,3,91,0,1,0,0,0,0
2024-07,경강선,1511,여주,7,0,2416,9,5718,869,9910,3029,8123,3521,6505,3146,5790,2881,5517,4126,5272,3953,5365,4169,5394,4420,5063,4630,4821,5619,4798,7511,4403,9318,2475,9042,1897,6029,1769,4428,838,5292,196,3504,2,1380,0,0,0,0,0,0
2024-07,경강선,1512,성남,0,0,227,11,1292,765,3724,1081,3960,1693,1991,877,1596,749,1605,913,1355,1154,1242,1140,1136,1192,1745,1554,1758,1736,2158,2728,1546,3931,1025,2262,866,1589,688,1323,653,1060,243,492,25,107,0,0,0,0,0,0
2024-07,서해선,1980,김포공항,12,10,390,2146,631,7607,1772,9590,2520,11809,2969,7703,3181,7789,3513,9519,3580,9284,5363,8929,6664,7562,7272,6592,7312,6990,9388,8071,11253,7298,7369,4231,6775,1967,7146,1164,5310,802,2061,860,64,283,0,0,0,0,0,0
2024-07,서해선,1981,원종,51,2,5976,832,8512,2973,18968,6742,16915,9078,9354,4628,7145,4267,6822,4620,7282,5676,6609,6120,6011,6247,6230,7841,8117,9656,9008,13535,9557,19284,4847,15197,4145,7848,3063,7484,2398,6543,1272,4522,28,653,0,0,0,0,0,0
2024-07,서해선,1982,부천종합운동장,59,0,2933,507,4933,1264,12418,3114,13092,4260,6305,1999,3191,1432,3067,1592,3068,1774,2744,2030,2519,2014,2718,2372,3444,3827,4324,5408,5367,9912,2092,7982,1765,4384,1448,3779,1030,3664,430,2036,33,340,0,0,0,0,0,0
2024-07,5호선,2511,방화,38,1,5662,8,12778,3903,29727,6299,27349,15411,15405,9060,12417,6577,11656,7294,12102,8047,11565,9198,10225,9534,10680,10785,11680,13046,12172,15928,11621,23249,5721,21093,4064,12405,3114,11253,2200,10896,843,6472,154,2463,1,218,0,0,0,0
2024-07,5호선,2512,개화산,2,0,4734,227,9809,4525,24383,7241,23331,18863,12284,7646,8949,5937,8493,6225,8501,7377,8441,6545,7801,6519,7474,8207,9127,9816,13848,12532,15483,19666,6197,16364,4188,9900,3664,9669,3144,8478,935,4890,108,1689,1,76,0,0,0,0
2024-07,5호선,2513,김포공항,6,1,813,3190,5038,10994,19549,18923,23631,24514,11712,14291,11743,15509,14870,17912,16926,18286,19870,18732,21984,17387,25146,16297,24185,16508,30407,17792,35321,17437,22442,9650,18556,4758,17471,3096,14342,2210,6448,1233,401,617,0,4,0,0,0,0
2024-07,5호선,2514,송정,29,1,3921,1258,8729,4275,20068,7310,23820,12276,15054,7624,11204,6490,10043,7286,10875,8310,9367,8150,9210,8061,9191,9577,11422,11835,12233,14023,12696,20868,7366,16012,5607,10671,5052,9778,3993,9334,2136,5692,285,2176,0,0,0,0,0,0
2024-07,5호선,2515,마곡,5,0,2559,5422,9295,28881,26791,21150,28134,60040,14300,36090,11964,15502,12472,12498,13053,13549,13934,14909,15004,12779,20095,13192,33127,16215,45080,20166,49434,30774,21946,22357,16059,11812,13363,10388,8770,10258,3663,5464,608,2149,0,0,0,0,0,0
2024-07,5호선,2516,발산,0,0,3621,2671,11574,16520,30073,47287,31960,132175,21012,67447,20672,34504,24596,31608,28110,31332,29979,32140,34165,30240,40607,29472,48615,32121,81042,39948,101865,57982,43216,39229,37646,22473,36363,16816,29280,15384,11955,9081,1681,3050,0,0,0,0,0,0
2024-07,5호선,2517,우장산,3,0,8062,1000,24853,4667,59334,14312,62553,22402,32187,15653,25483,13855,24675,14444,25633,17930,22759,20036,20221,20960,22513,23605,24554,28581,23924,36535,20596,60366,12791,44593,9406,26285,7981,23645,6378,24980,2097,13455,352,3568,0,0,0,0,0,0
2024-07,5호선,2518,화곡,422,2,24679,1642,45678,11080,123193,16308,156727,34358,73621,26904,44333,19442,40406,20074,41637,24216,38653,26946,32076,30341,31876,39381,36175,50453,39078,69344,40056,133011,23666,91209,17540,54994,14657,52042,11251,45481,4705,27803,787,8059,0,0,0,0,0,0
2024-07,5호선,2519,까치산,324,2,26523,1536,48525,8599,126902,11410,157667,23635,79488,19163,46460,18698,40262,21090,40904,25345,37486,27991,30915,32051,29618,43717,31910,53912,32550,72293,31922,129943,20246,96604,16601,61945,13418,58841,10645,48988,5368,30163,933,9119,0,430,0,0,0,0
2024-07,5호선,2520,신정(은행정),113,6,13568,942,25669,3806,66984,9078,79890,15175,37766,9501,20577,7881,17528,8609,17538,9724,16157,11687,13767,13289,12541,16841,14213,22907,16317,31533,16793,52047,9022,37000,6750,23489,5625,22943,4545,21290,1871,12002,320,3716,0,0,0,0,0,0
2024-07,5호선,2521,목동,28,1,9294,1310,22885,6030,63533,19076,76208,29276,35422,22188,24726,15741,22564,14913,23731,17564,22379,22169,20507,21237,21440,25045,23648,33095,27779,47358,29849,86329,16372,54754,13838,31289,15288,29508,16284,26725,4742,14736,679,4856,0,0,0,0,0,0
2024-07,5호선,2522,오목교(목동운동장앞),1,0,5055,1828,17354,9146,53791,30346,58870,68859,30941,51871,23599,32400,24582,30709,28030,31966,29306,35177,30665,32199,34098,33206,40718,39444,52059,53849,68392,79315,35163,48338,37161,28091,29095,24027,27510,21882,7798,11833,1053,3355,0,0,0,0,0,0
2024-07,5호선,2523,양평,2,0,2800,1428,7612,5522,26631,10907,31150,45316,13385,15589,8559,6728,7979,6214,8787,6218,8517,6696,7739,6649,8416,7204,11855,9141,20361,13839,35735,25465,10132,16335,6549,10873,4886,10451,3745,9327,1487,5331,239,1667,0,0,0,0,0,0
2024-07,5호선,2524,영등포구청,0,0,1407,489,3262,2406,10109,7058,14584,28993,6169,10950,4468,5302,4821,4621,5327,5004,5423,5229,5246,4767,6268,5032,7261,5618,12210,8248,25232,16140,8170,8115,5936,5046,5407,4692,3826,4174,1831,2417,271,613,0,0,0,0,0,0
2024-07,5호선,2525,영등포시장,4,0,3414,993,6840,5637,27340,15711,39999,47108,17036,25561,11917,17531,12250,16186,14417,19683,14618,22267,15198,17829,18905,15196,24075,16105,33215,21124,46855,37952,18936,22119,13198,13675,11943,12665,8573,11823,3507,7307,463,1680,0,0,0,0,0,0
2024-07,5호선,2526,신길,33,1,2871,467,5343,2259,19157,5462,28230,15338,11200,7173,6953,3287,5453,3721,5833,3936,5283,4367,4535,4475,5079,5415,6215,7335,9718,12805,14076,23396,5282,13272,3880,10329,4079,10860,3136,10212,1678,6241,209,1745,0,1,0,0,0,0
2024-07,5호선,2527,여의도,17,1,2833,3014,4363,28126,11341,164726,16362,244182,12366,90290,13705,38200,21466,37826,22791,34743,28274,39010,34721,31315,43073,28645,61331,29213,165750,34582,193887,42203,75511,19307,63522,10599,49788,8842,27707,8129,9693,4360,1191,2126,1,2,0,0,0,0
2024-07,5호선,2528,여의나루,16,0,1561,1446,3151,10551,6832,49516,10840,78090,5932,31222,5720,21406,6851,19381,9133,20048,11332,22232,13490,21501,17764,21931,25036,22190,56917,26735,69079,30552,30688,20934,36370,13618,29315,9728,21406,6783,8594,3301,876,1043,0,0,0,0,0,0
2024-07,5호선,2529,마포,19,0,2728,1813,9281,9724,30511,22790,41414,78283,21558,39827,17428,18378,17718,18307,19001,16465,19694,17590,18252,15698,20699,16914,25010,21344,40912,32122,63251,48295,23534,27226,19536,17318,21008,15423,14512,13878,6214,8185,874,2130,0,0,0,0,0,0
2024-07,5호선,2530,공덕,9,2,1898,1067,5681,8200,23446,34631,36346,87487,17159,42055,14380,17921,16099,17438,17450,15865,20472,17149,17303,15056,20368,15672,25294,19545,45376,32293,70365,51894,26560,24422,21279,14434,21598,13107,17006,12270,6991,6498,913,1681,0,2,0,0,0,0
2024-07,5호선,2531,애오개,44,1,2399,471,6631,4182,21546,9759,28836,29387,13309,14623,9133,7031,9106,6618,10202,6812,10013,8305,9116,8281,10295,8706,10429,9900,14777,15538,24289,24395,8178,14676,5852,8881,4943,8477,3280,8000,1202,4549,170,2078,1,308,0,0,0,0
2024-07,5호선,2532,충정로(경기대입구),2,0,1013,266,2544,2630,6616,16932,9370,37133,5494,13225,4127,4259,5130,3887,5053,4253,5459,4865,5843,4323,6168,4103,7944,5014,19376,6641,28781,10599,8577,5829,5881,4171,5310,4269,3263,3760,1263,2316,256,609,0,65,0,0,0,0
2024-07,5호선,2533,서대문,10,1,3249,1218,6954,18241,20438,77992,25706,190097,19093,51628,19118,24672,21957,20018,23574,20253,21983,24568,24502,17953,31826,16609,41517,17371,80967,20740,130657,29159,35191,16144,26741,10786,23865,11170,16168,8497,5776,4934,629,1468,3,26,0,0,0,0
2024-07,5호선,2534,광화문(세종문화회관),4,0,1250,1341,3709,31981,10155,92862,14081,300976,12889,132048,16378,56336,24077,53510,28877,47795,37487,50005,43694,38441,54136,32689,74662,34545,132953,42886,235103,47787,80599,20958,63549,10052,68970,7894,44092,5339,13366,2848,1445,809,0,2,0,0,0,0
2024-07,5호선,2535,종로3가,71,4,1444,425,2215,6962,3585,16814,5601,49444,7606,39810,10968,31772,15191,34833,20902,34670,23424,33324,26804,29490,31946,28629,38252,29270,47959,32737,61281,38147,35445,20798,34455,11804,38650,9703,32134,8379,16535,4977,2464,1694,0,21,0,1,0,0
2024-07,5호선,2536,을지로4가,4,1,559,549,998,7194,2672,20460,4062,47306,3955,20708,4689,12164,6382,11612,7392,9743,8687,8800,9817,7829,11408,7395,14433,6866,29675,7015,40426,7892,14762,4303,10121,3000,8303,2885,6126,1954,2646,1541,417,515,0,0,0,0,0,0
2024-07,5호선,2537,동대문역사문화공원(DDP),2,0,262,296,621,3352,1308,11030,2690,31867,3111,11315,3804,4231,3821,3641,3153,3629,3130,3841,3770,3681,4216,3671,6237,3669,14028,4144,22504,4638,7942,3020,4348,2401,3599,2836,2449,2719,1124,1873,212,542,1,7,0,0,0,0
2024-07,5호선,2538,청구,13,0,1925,344,2805,1977,7876,4171,10926,15570,6833,8285,5243,4644,5001,4078,5024,4631,5534,5087,5186,5261,5497,5367,7381,6064,8955,8091,15052,11449,7753,7549,5018,5077,3969,4527,3394,4547,1740,2612,254,836,0,0,0,0,0,0
2024-07,5호선,2539,신금호,41,0,3145,401,7981,2889,21942,8711,31810,14161,15971,8676,10241,6506,9626,6893,9951,7556,9659,8670,8766,9066,8524,10948,11147,13088,10785,18316,11225,29446,7860,18197,5385,11488,4380,10797,2918,9767,1142,5713,292,2062,0,0,0,0,0,0
2024-07,5호선,2540,행당,22,0,4209,734,12363,2588,34161,5121,46060,9886,22385,6882,14260,5511,12325,6633,12128,7840,11316,8854,9516,10183,10371,11919,10359,14849,10696,20153,10487,33909,6875,21400,5222,13851,3851,13071,3152,11656,1120,6367,215,1925,0,0,0,0,0,0
2024-07,5호선,2541,왕십리(성동구청),64,0,2164,579,2355,3378,6478,6954,9419,19374,5307,10045,4814,7626,5441,7805,6187,8301,6314,9360,7209,8973,8054,8648,10057,9704,11510,12288,15495,18821,8885,10210,8224,5767,8639,5123,7410,4229,3032,2661,622,1733,1,310,0,0,0,0
2024-07,5호선,2542,마장,1,0,2784,557,6566,4598,17428,7535,21771,15406,12421,9386,8972,7249,8561,6910,10041,8220,9086,7408,8760,6642,9262,7498,11318,8666,11040,11962,12112,18942,7046,11719,5437,7871,4858,7164,3349,6886,1223,4192,206,1318,0,9,0,0,0,0
2024-07,5호선,2543,답십리,31,2,10145,1513,20556,10062,60120,15359,81746,38161,37273,19672,22784,13458,19338,14002,21110,15303,20135,18149,18561,17449,20794,20396,25660,24570,31576,35903,35219,62635,17093,39007,12249,24886,9554,22263,7063,21178,3029,12198,489,4030,0,3,1,0,0,0
2024-07,5호선,2544,장한평,34,4,8427,1437,21845,14607,60487,25611,83869,72665,41301,32346,24335,22627,21663,20110,23553,20109,23095,21099,22581,20236,25018,22968,32056,28488,44717,42896,66122,72338,27553,50200,16689,28883,13624,27020,10839,24741,4592,14581,692,4514,0,212,0,0,0,0
2024-07,5호선,2545,군자(능동),36,1,7597,726,12218,5338,35236,9936,50721,25927,23077,18309,13653,12694,12695,12485,14460,14175,14756,15492,13734,15579,14277,17479,17021,21818,21904,33220,26530,57577,15390,35378,13797,22075,13742,19257,11067,18970,5814,11482,1187,5490,1,1161,0,0,0,0
2024-07,5호선,2546,아차산(어린이대공원후문),25,0,9805,1542,19277,6539,46500,12832,61299,29053,32175,18008,22170,16907,21376,18347,24017,18068,23700,17975,22030,19443,22048,24380,24564,28985,25509,35680,27682,58273,16337,39342,12847,24776,11336,20938,8214,18244,3455,11022,536,3151,0,0,0,0,0,0
2024-07,5호선,2547,광나루(장신대),21,0,5721,2034,18731,8700,43130,15819,48383,33934,28019,20339,20682,15842,19897,15187,20942,16625,20604,17073,19367,17084,20632,18555,24578,22705,26747,30228,31641,43787,14950,30485,13064,19045,12568,18050,10178,16814,3148,9604,474,2421,0,0,0,0,0,0
2024-07,5호선,2548,천호(풍납토성),62,1,7835,1905,13381,17488,34528,21388,42732,43307,24821,40005,22771,30623,26231,30776,30547,31223,31040,34502,33214,32517,38703,34038,46682,37220,55255,45269,57291,61708,38633,41967,34994,23964,25614,21002,19076,18126,8921,11174,1802,3711,0,4,0,0,0,0
2024-07,5호선,2549,강동,110,0,12071,1362,22750,11619,59317,30665,74912,51348,38175,29980,26744,20118,25432,18905,27476,19962,24310,25139,24663,23306,26713,25405,31680,28967,42892,37114,44339,61948,21758,44524,15163,29531,13099,27127,9387,23986,3969,15295,806,6216,0,0,0,0,0,0
2024-07,5호선,2550,길동,2,0,5356,714,10055,4682,24424,8387,29829,20499,16232,15117,14249,10884,13498,11152,14533,12282,14647,12158,12724,13772,13732,14740,15522,17941,16590,20940,18412,29232,9495,22252,7235,13465,6758,10777,5184,9351,2217,5491,473,2522,0,0,0,0,0,0
2024-07,5호선,2551,굽은다리(강동구민회관앞),4,0,7541,925,15281,3356,36654,7627,40570,15763,21729,12319,16886,10043,15454,12162,16896,13126,16381,13794,14759,14524,14523,15366,15948,20745,16528,23180,17525,38635,10033,29363,8262,18243,8425,14433,5999,15327,1824,7762,409,2892,0,0,0,0,0,0
2024-07,5호선,2552,명일,8,1,6205,1542,15559,3679,38119,7527,34964,13970,19513,10330,16082,9957,14145,9868,15067,9883,13544,12872,12456,12360,12455,14740,13784,19578,13148,20231,12895,40148,8116,30789,6987,16469,6417,13463,4100,14275,1737,7723,433,2513,0,1,0,0,0,0
2024-07,5호선,2553,고덕,9,0,4556,1979,12614,11116,32549,20952,28990,24228,19045,16559,17342,15066,17988,12728,18867,13019,16192,18058,18664,15107,21151,17042,23940,19057,30509,19023,21337,32886,11850,28261,9031,13893,8558,13186,8169,12700,2043,6649,380,2567,0,173,0,0,0,0
2024-07,5호선,2554,상일동,78,2,11143,1452,34670,7176,83541,12410,62504,19380,33632,10225,24467,9553,20566,9695,20861,14396,18843,16911,17787,15970,18677,21520,19256,23855,21772,36684,21639,62793,11222,52611,8433,28458,5681,27518,3967,23936,1783,14622,505,6256,2,1196,0,0,0,0
2024-07,5호선,2555,둔촌동,8,0,4697,998,9667,15611,25998,11932,29118,22052,17176,13900,11894,11077,12421,10196,13069,11354,13029,12997,13250,12006,15162,14465,20936,16743,22782,21972,23063,32650,11495,22852,8750,10857,7839,11503,6052,8930,2462,5558,328,1620,0,0,0,0,0,0
2024-07,5호선,2556,올림픽공원(한국체대),1,0,1662,1157,6846,4782,14585,7830,15387,13371,10503,8354,9038,6641,9047,7030,9624,8465,9632,9076,8945,9961,10295,11600,11736,10854,13398,12403,12924,13230,8202,10009,11867,6439,9233,5973,7490,5019,2043,3618,118,949,0,0,0,0,0,0
2024-07,5호선,2557,방이,3,0,2885,1007,7828,4428,20269,9109,19620,25809,12450,13755,10316,9535,9529,8743,11158,11718,11083,10729,9950,11834,11345,12514,12179,13546,16370,20414,21174,23974,10297,18018,9077,10487,11302,8871,11219,7065,2509,4789,269,1348,0,0,0,0,0,0
2024-07,5호선,2558,오금,13,0,1147,466,3486,2920,8322,9886,8640,23040,5595,7200,4993,4014,4904,3684,5322,4377,5271,4004,5663,4217,6405,4421,7848,5301,10782,6680,16647,8428,4784,6540,3532,3940,2830,3542,2397,3912,754,2428,116,990,0,0,0,0,0,0
2024-07,5호선,2559,개롱,7,0,4091,917,10090,2939,25155,8166,24616,17504,14212,8699,11242,6746,10199,7602,10716,7465,10270,9166,8662,9671,9329,10534,12943,13718,13714,16921,13968,22290,6562,21335,4793,11488,4246,9500,2435,11350,849,5609,112,1963,0,0,0,0,0,0
