사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2024-07,9호선,4114,국회의사당,429167,449397,63094,57699
2024-07,9호선,4115,여의도,845937,812627,55837,52140
2024-07,9호선,4116,샛강,159346,161143,31510,31035
2024-07,9호선,4117,노량진,679600,666813,87090,86035
2024-07,9호선,4118,노들,111988,91241,35708,32488
2024-07,9호선,4119,흑석(중앙대입구),192352,198761,61294,60807
2024-07,9호선,4120,동작(현충원),42441,36147,11667,10624
2024-07,9호선,4121,구반포,28784,28009,9487,9304
2024-07,9호선,4122,신반포,95579,92272,29797,29347
2024-07,9호선,4123,고속터미널,394293,552921,74352,88854
2024-07,9호선,4124,사평,96923,92452,26520,26703
2024-07,9호선,4125,신논현,897762,902665,56260,55625
2024-07,공항철도 1호선,4201,서울역,389752,352996,35731,32354
2024-07,공항철도 1호선,4202,공덕,81837,108449,9385,11018
2024-07,공항철도 1호선,4203,홍대입구,464958,448273,20869,19531
2024-07,공항철도 1호선,4204,디지털미디어시티,378853,356063,29962,27996
2024-07,공항철도 1호선,4206,마곡나루(서울식물원),304878,289900,17416,17271
2024-07,공항철도 1호선,4207,김포공항,281581,163286,22989,14885
2024-07,공항철도 1호선,4208,계양,355778,335014,39041,37470
2024-07,공항철도 1호선,4209,검암,172311,178145,17273,17575
2024-07,공항철도 1호선,4210,청라국제도시,208362,196563,15634,15412
2024-07,공항철도 1호선,4211,운서,259107,271910,32140,32096
2024-07,공항철도 1호선,4212,공항화물청사,49982,55173,10694,10623
2024-07,공항철도 1호선,4213,인천공항1터미널,430404,417387,40441,37593
2024-07,공항철도 1호선,4215,인천공항2터미널,204344,176090,22883,19861
2024-07,공항철도 1호선,4217,영종,104771,106296,23078,22980
2024-07,9호선2~3단계,4126,언주,315758,323079,34824,34457
2024-07,9호선2~3단계,4127,선정릉,260263,280940,30685,31349
2024-07,9호선2~3단계,4128,삼성중앙,201214,209663,30643,30265
2024-07,9호선2~3단계,4129,봉은사,612425,649395,59435,56529
2024-07,9호선2~3단계,4130,종합운동장,137552,135270,22894,20950
2024-07,9호선2~3단계,4131,삼전,198339,184321,44524,43282
2024-07,9호선2~3단계,4132,석촌고분,170901,164660,48205,48854
2024-07,9호선2~3단계,4133,석촌,245764,215839,49056,42930
2024-07,9호선2~3단계,4134,송파나루,143079,155596,32492,34416
2024-07,9호선2~3단계,4135,한성백제,74265,66459,18787,17240
2024-07,9호선2~3단계,4136,올림픽공원(한국체대),187209,190004,21639,24622
2024-07,9호선2~3단계,4137,둔촌오륜,31757,29598,8999,9800
2024-07,9호선2~3단계,4138,중앙보훈병원,266274,228230,89694,87285
2024-07,우이신설선,4701,북한산우이,56875,50228,39897,40989
2024-07,우이신설선,4702,솔밭공원,48659,43926,31645,33175
2024-07,우이신설선,4703,4.19민주묘지,51973,49490,40437,36506
2024-07,우이신설선,4704,가오리,76594,74665,54712,56938
2024-07,우이신설선,4705,화계,59441,53820,49576,49921
2024-07,우이신설선,4706,삼양,32909,33192,29872,32861
2024-07,우이신설선,4707,삼양사거리,38906,39797,40104,39940
2024-07,우이신설선,4708,솔샘,131371,121237,43845,46034
2024-07,우이신설선,4709,북한산보국문,135859,126858,46957,47083
2024-07,우이신설선,4710,정릉,90227,82149,49760,46692
2024-07,우이신설선,4711,성신여대입구(돈암),75922,87674,33869,32569
2024-07,우이신설선,4712,보문,32453,32148,16854,16750
2024-07,우이신설선,4713,신설동,37358,37064,33224,29157
2024-07,신림선,4401,샛강,67226,80588,16192,15261
2024-07,신림선,4402,대방,69728,54687,18729,16392
2024-07,신림선,4403,서울지방병무청,68863,74928,26914,29703
2024-07,신림선,4404,보라매,100188,90276,27038,24471
2024-07,신림선,4405,보라매공원,49649,52901,19324,20161
2024-07,신림선,4406,보라매병원,163161,173742,60645,60415
2024-07,신림선,4407,당곡,106289,102928,42856,42707
2024-07,신림선,4408,신림,41136,56137,19048,22767
2024-07,신림선,4409,서원,80787,69392,27047,26508
2024-07,신림선,4410,서울대벤처타운,219852,197766,69209,68866
2024-07,신림선,4411,관악산(서울대),58535,58194,38595,38571
